(PDH-CSV 4.0) (,\\DESKTOP-940RFIL\Proces(firefox)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#4)\Bajty prywatne
11:06.4,24.63322362,15.39576476,80.05797676,0,0,157601792,480550912,124628992,29880320,14991360
11:07.4,1.587306102,9.523836614,323.8104449,0,0,156196864,373239808,166182912,29880320,14991360
11:08.4,3.174605432,7.93651358,325.3970568,0,0,156196864,373239808,199852032,29851648,14991360
11:09.4,6.213396879,15.5334922,329.3100346,0,0,155275264,236527616,237002752,29851648,14991360
11:10.4,1.551654247,6.206616989,308.7791952,0,0,154411008,122531840,182816768,29827072,14991360
11:11.4,6.349206994,9.523810491,315.873048,0,0,138018816,122048512,160944128,29827072,15134720
11:12.4,3.124999688,12.49999875,317.1874683,0,0,138530816,122703872,153505792,26877952,15134720
11:13.4,6.153846154,9.230769231,333.8461538,0,0,138616832,121851904,197828608,26877952,15134720
11:14.4,1.577095069,6.308380274,313.8419187,0,0,137965568,121851904,212811776,26894336,15134720
11:15.4,1.550099975,9.300599851,330.1712947,0,0,137916416,121851904,234536960,26894336,15134720
11:16.4,7.936504712,14.28570848,309.5236837,0,0,137973760,121196544,184229888,26677248,15134720
11:17.4,1.53846275,9.230776502,330.7694913,0,0,138006528,121196544,176852992,26677248,15134720
11:18.4,0,11.11111111,322.2222222,0,0,138027008,120147968,223174656,26677248,15134720
11:19.4,0,12.42075681,315.1767041,0,0,138387456,120147968,233406464,26677248,15134720
11:20.4,1.550103358,9.30062015,308.4705683,0,0,138403840,120147968,167010304,26677248,15134720
11:21.4,1.562498906,10.93749234,328.1247703,0,0,138448896,120147968,151281664,26677248,15134720
11:22.4,0,10.76923289,335.3846814,0,0,138448896,123912192,194809856,26677248,15134720
11:23.4,0,4.761906697,322.2223532,0,0,138567680,123912192,210554880,26677248,15134720
11:24.4,0,9.31554632,340.0174407,0,0,138457088,123912192,234217472,26677248,15134720
11:25.4,0,14.17741647,318.2042363,0,0,138772480,83464192,183881728,26677248,15134720
11:26.4,6.249996875,10.93749453,299.99985,0,0,138813440,83464192,164401152,26652672,15134720
11:27.4,3.076927318,9.230781955,340.0004687,0,0,141058048,83464192,211296256,26652672,15134720
11:28.4,1.587300459,12.69840367,314.2854908,0,0,141025280,83464192,220663808,26652672,15134720
11:29.4,10.9375,10.9375,178.125,0,0,142917632,92102656,138125312,26652672,15134720
11:30.4,6.158561376,4.618921032,1.539640344,0,0,144375808,92106752,139976704,26652672,15134720
11:31.4,3.17459995,7.936499874,0,0,0,144420864,92061696,139976704,26591232,15134720
