start,end,total,start: 12:04:42 GMT+0200 (Central European Summer Time),end: 12:05:02 GMT+0200 (Central European Summer Time)
260.2549999992334,846.944999999323,586.6900000000896,
847.7999999995518,1235.3549999997995,387.5550000002477,
1236.559999999372,1647.1449999999095,410.58500000053755,
1648.2550000000629,2223.0949999993754,574.8399999993126,
2223.4899999994013,2857.2699999995166,633.7800000001153,
2858.2550000000992,3366.099999999278,507.844999999179,
3367.2799999994822,3896.0049999996045,528.7250000001222,
3897.064999999202,4500.320000000102,603.2550000008996,
4500.799999999799,5001.844999999776,501.0449999999764,
5002.184999999372,5445.824999999786,443.64000000041415,
5446.129999999357,5804.67999999928,358.5499999999229,
5805.199999999786,6227.859999999964,422.6600000001781,
6228.1849999999395,6581.069999999272,352.88499999933265,
6582.1149999992485,6956.719999999223,374.6049999999741,
6957.069999999476,7326.074999999946,369.0050000004703,
7326.379999999517,7689.769999999953,363.390000000436,
7690.055000000029,8053.414999999404,363.35999999937485,
8053.785000000062,8386.265000000094,332.4800000000323,
8386.54999999926,8748.384999999871,361.8350000006103,
8749.039999999695,9092.874999999367,343.8349999996717,
9093.179999999847,9439.29499999922,346.11499999937223,
9440.879999999197,9807.339999999385,366.4600000001883,
9807.64999999974,10162.394999999378,354.7449999996388,
10162.694999999985,10510.944999999992,348.2500000000073,
10511.209999999664,10874.205000000075,362.9950000004101,
10874.464999999873,11226.235000000088,351.7700000002151,
11229.394999999386,11612.999999999374,383.60499999998865,
11613.26999999983,11957.709999999679,344.43999999984953,
11957.979999999225,12299.984999999651,342.00500000042666,
12300.284999999349,12657.504999999219,357.2199999998702,
12657.764999999927,13013.034999999945,355.2700000000186,
13013.294999999744,13390.805,377.5100000002567,
13391.104999999698,13741.339999999582,350.23499999988417,
13741.66999999943,14090.484999999717,348.8150000002861,
14091.229999999996,14518.099999999322,426.86999999932596,
14518.474999999853,14973.759999999857,455.2850000000035,
14974.005000000034,15349.58000000006,375.5750000000262,
15349.849999999606,15769.679999999425,419.82999999981985,
15770.144999999502,16177.17999999968,407.0350000001781,
16177.504999999655,16560.79999999929,383.29499999963446,
16561.04999999934,16921.974999999293,360.924999999952,
16922.489999999925,17303.744999999253,381.254999999328,
17304.009999999835,17662.53499999948,358.52499999964493,
17663.469999999506,18052.424999999857,388.955000000351,
18052.724999999555,18438.724999999977,386.000000000422,
18439.04500000008,18801.480000000083,362.43500000000495,
18801.70999999973,19153.809999999794,352.10000000006403,
19154.104999999618,19613.859999999477,459.75499999985914,
19614.189999999326,19991.34999999933,377.1600000000035,
19991.594999999506,20383.339999999407,391.74499999990076,
