start,end,total
11356177.292962,11357264.533462,1087.2405
11357264.968262,11358330.603262,1065.635
11358330.781862,11359383.772262,1052.9904
11359383.903362,11360443.207962,1059.3046
11360443.370062,11361495.400462,1052.0304
11361495.526862,11362543.436462,1047.9096
11362543.574662,11363627.463762,1083.8891
11363627.596362,11364762.361562,1134.7652
11364762.508462,11365834.773462,1072.265
11365834.937562,11366884.525162,1049.5876
11366884.669162,11367941.021762,1056.3526
11367941.172462,11368989.202762,1048.0303
11368989.326962,11370035.678162,1046.3512
11370035.801662,11371091.897662,1056.096
11371092.032562,11372147.270862,1055.2383
11372147.399462,11373203.319562,1055.9201
11373203.432662,11374268.437962,1065.0053
11374268.547562,11375307.923462,1039.3759
11375308.053562,11376344.426262,1036.3727
11376344.554262,11377398.133562,1053.5793
11377398.256962,11378471.510062,1073.2531
11378471.631662,11379517.539262,1045.9076
11379517.654462,11380581.799362,1064.1449
11380581.914562,11381640.785762,1058.8712
11381640.898962,11382708.934062,1068.0351
11382709.061562,11383773.405862,1064.3443
11383773.589562,11384831.071362,1057.4818
11384831.204362,11385887.002762,1055.7984
11385887.133762,11386945.463162,1058.3294
11386945.585162,11388012.663562,1067.0784
11388012.795762,11389066.058562,1053.2628
11389066.175862,11390120.541162,1054.3653
11390120.663162,11391171.557762,1050.8946
11391171.694962,11392221.026662,1049.3317
11392221.185162,11393275.071162,1053.886
11393275.195562,11394330.808862,1055.6133
11394330.939162,11395383.111162,1052.172
11395383.252162,11396441.798962,1058.5468
11396441.930362,11397505.384362,1063.454
11397505.508162,11398566.020062,1060.5119
11398566.139062,11399614.301462,1048.1624
11399614.434062,11400653.022262,1038.5882
11400653.162362,11401694.534462,1041.3721
11401694.646162,11402748.578262,1053.9321
11402748.708862,11403808.294062,1059.5852
11403808.418262,11404948.119762,1139.7015
11404948.463362,11406043.667762,1095.2044
11406043.786562,11407106.724362,1062.9378
11407106.856862,11408158.048162,1051.1913
11408158.167362,11409218.744762,1060.5774
