start,end,total
9387907.720862,9388716.040262,808.3194
9388716.522262,9389369.324562,652.8023
9389369.462162,9390011.717762,642.2556
9390011.829662,9390625.862262,614.0326
9390625.993362,9391296.905662,670.9123
9391297.012462,9391947.991162,650.9787
9391948.100362,9392580.257162,632.1568
9392580.377062,9393241.274062,660.897
9393241.388962,9393898.136262,656.7473
9393898.255662,9394533.149962,634.8943
9394533.258262,9395193.532862,660.2746
9395193.645862,9395851.678262,658.0324
9395851.785662,9396516.583762,664.7981
9396516.724662,9397168.553162,651.8285
9397168.698962,9397850.959062,682.2601
9397851.074562,9398473.457062,622.3825
9398473.569762,9399149.896962,676.3272
9399149.999262,9399796.932762,646.9335
9399797.053362,9400463.260262,666.2069
9400463.365562,9401118.423562,655.058
9401118.527162,9401744.945562,626.4184
9401745.051462,9402416.412562,671.3611
9402416.517262,9403064.268362,647.7511
9403064.387962,9403690.419562,626.0316
9403690.521262,9404351.786862,661.2656
9404351.881962,9405046.689962,694.808
9405046.796962,9405687.259862,640.4629
9405687.352862,9406348.698062,661.3452
9406348.803262,9406971.834562,623.0313
9406971.934262,9407593.367662,621.4334
9407593.467762,9408238.411162,644.9434
9408238.509562,9408876.174162,637.6646
9408876.273562,9409498.042162,621.7686
9409498.144562,9410130.575762,632.4312
9410130.673362,9410792.838162,662.1648
9410792.935562,9411464.639762,671.7042
9411464.753562,9412139.979162,675.2256
9412140.082062,9412832.843162,692.7611
9412832.940962,9413490.574562,657.6336
9413490.673562,9414146.351462,655.6779
9414146.451762,9414771.123062,624.6713
9414771.221062,9415438.766662,667.5456
9415438.880062,9416104.888562,666.0085
9416105.007862,9416761.064362,656.0565
9416761.164162,9417420.460962,659.2968
9417420.565762,9418070.626662,650.0609
9418070.722862,9418710.092562,639.3697
9418710.189962,9419383.888962,673.699
9419383.991362,9420048.788262,664.7969
9420048.884262,9420670.581562,621.6973
