start,end,total
40,10224,10184
10246,19844,9598
19871,29406,9536
29427,38963,9536
39006,48636,9630
48659,58199,9540
58219,67671,9453
67684,77342,9658
77360,86848,9488
86859,97406,10547
97448,106903,9455
106915,116371,9456
116383,125918,9535
125934,135622,9689
135643,145048,9405
145065,154654,9589
154670,164415,9745
164428,173893,9466
173919,183605,9686
183617,193149,9532
193163,202837,9674
202853,212548,9695
212561,222134,9573
222156,231586,9430
231600,241379,9780
241409,250994,9584
251006,260504,9498
260522,270448,9926
270460,279968,9507
279979,289531,9552
289545,299113,9568
299124,309009,9885
309040,318794,9754
318818,328437,9619
328448,338291,9843
338303,348075,9772
348088,357831,9743
357847,367528,9680
367540,377681,10141
377697,387552,9856
387582,397254,9673
397268,407162,9894
407184,416868,9684
416880,426595,9715
426611,436997,10386
437010,446940,9930
446960,456916,9956
456952,466917,9966
466939,477008,10068
477020,487188,10167
