start,end,total
168,17818,17650
17832,33822,15990
33835,49308,15472
49320,64284,14964
64296,79514,15218
79529,94349,14819
94363,109689,15326
109706,124873,15167
124886,139717,14831
139729,154771,15041
154782,169868,15086
169878,184808,14930
184819,200238,15420
200257,215350,15094
215363,230614,15251
230628,245357,14730
245370,260502,15132
260516,276478,15962
276496,292040,15544
292064,307048,14985
307061,322513,15453
322528,338037,15510
338048,353192,15144
353217,368648,15432
368662,384013,15351
384029,399083,15054
399096,414141,15045
414153,429104,14951
429122,444834,15711
444845,459819,14974
459834,475206,15372
475218,492586,17368
492598,509339,16741
509355,524394,15038
524411,539222,14811
539237,554355,15117
554370,569436,15066
569452,585344,15891
585358,600461,15104
600475,615516,15041
615529,630580,15052
630603,645589,14986
645602,660792,15191
660803,676984,16181
676995,692262,15267
692277,707859,15583
707876,723342,15466
723356,738906,15550
738919,754290,15371
754304,770748,16444
