(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
40:05.3,40.148992,21.098496,15.310848,98.410496,1.929216,1.810432,85.311488,39.6202039,7.07503641,0,14.15007282,0,0,77.82540051
40:06.3,53.714944,62.152704,16.007168,142.270464,1.929216,1.810432,84.774912,39.97494551,24.33257553,1.738041109,57.3553566,0,0,62.56947993
40:07.3,58.617856,89.76384,16.007168,190.93504,1.929216,1.810432,84.742144,20.45833314,73.96474288,0,75.53846081,0,0,64.52243528
40:08.2,60.6208,99.909632,16.007168,185.544704,1.929216,1.810432,84.815872,17.28025349,230.9270239,1.570932135,7.854660677,0,0,31.41864271
40:09.3,69.480448,117.198848,16.007168,190.210048,1.929216,1.810432,86.7328,15.34630647,265.4911019,1.534630647,1.534630647,0,0,35.29650488
40:10.3,71.544832,138.203136,16.007168,177.852416,1.929216,1.810432,88.592384,26.6338601,247.5382292,0,7.833488265,0,0,36.03404602
40:11.3,73.23648,146.67776,16.007168,177.852416,1.929216,1.810432,90.652672,18.95216847,265.3303585,0,3.158694744,0,0,41.06303168
40:12.2,75.239424,164.114432,16.007168,176.459776,1.929216,1.810432,92.872704,23.66517316,255.5838702,1.577678211,11.04374748,0,0,37.86427706
40:13.2,76.210176,181.92384,16.007168,164.41344,1.929216,1.810432,94.826496,17.13076291,272.5348645,1.557342083,1.557342083,0,0,31.14684166
40:14.3,79.142912,196.235264,16.007168,163.889152,1.929216,1.810432,97.538048,23.12096703,262.0376263,1.541397802,4.624193405,0,0,38.53494504
40:15.3,82.952192,206.893056,16.007168,118.82496,1.929216,1.810432,100.102144,38.93001726,250.7093111,0,4.671602071,0,0,46.71602071
