start,end,total
9267138.872462,9268239.700462,1100.828
9268240.190762,9269301.169262,1060.9785
9269301.317362,9270364.147562,1062.8302
9270364.259862,9271431.350362,1067.0905
9271431.476762,9272497.574762,1066.098
9272497.712362,9273565.529362,1067.817
9273565.657262,9274628.815362,1063.1581
9274628.925062,9275668.708362,1039.7833
9275668.850062,9276710.686162,1041.8361
9276710.839462,9277770.276662,1059.4372
9277770.377162,9278843.889062,1073.5119
9278844.029462,9279915.521262,1071.4918
9279915.641362,9280975.141362,1059.5
9280975.269162,9282044.749962,1069.4808
9282044.852462,9283115.149062,1070.2966
9283115.254362,9284176.233562,1060.9792
9284176.349562,9285231.391962,1055.0424
9285231.542462,9286308.636262,1077.0938
9286308.750562,9287365.972162,1057.2216
9287366.114062,9288432.515662,1066.4016
9288432.622962,9289489.055762,1056.4328
9289489.154262,9290552.840962,1063.6867
9290552.981062,9291600.723062,1047.742
9291600.845562,9292659.603662,1058.7581
9292659.700162,9293724.705762,1065.0056
9293724.822462,9294778.425362,1053.6029
9294778.539362,9295882.899162,1104.3598
9295882.998162,9296976.972962,1093.9748
9296977.107162,9298086.116162,1109.009
9298086.218362,9299184.568962,1098.3506
9299184.671762,9300290.641162,1105.9694
9300290.757962,9301400.011362,1109.2534
9301400.114562,9302462.368362,1062.2538
9302462.477662,9303524.286862,1061.8092
9303524.385162,9304607.940462,1083.5553
9304608.052862,9305657.540662,1049.4878
9305657.636062,9306710.624962,1052.9889
9306710.724862,9307773.447762,1062.7229
9307773.548762,9308829.877062,1056.3283
9308829.984362,9309891.433662,1061.4493
9309891.559762,9310965.148062,1073.5883
9310965.248962,9312024.525162,1059.2762
9312024.634362,9313086.710062,1062.0757
9313086.813562,9314154.944562,1068.131
9314155.060162,9315227.482062,1072.4219
9315227.578262,9316286.951462,1059.3732
9316287.068162,9317333.478262,1046.4101
9317333.575562,9318396.355662,1062.7801
9318396.454462,9319450.947062,1054.4926
9319451.053962,9320618.950762,1167.8968
