start,end,total
74,11691,11617
11693,22975,11282
22976,34296,11320
34298,45686,11388
45687,57200,11513
57200,68692,11492
68693,79840,11147
79841,91119,11278
91120,102415,11295
102415,114210,11795
114211,125702,11491
125703,137115,11412
137116,148472,11356
148473,159725,11252
159725,170928,11203
170928,182645,11717
182647,193896,11249
193897,205158,11261
205160,216520,11360
216521,227900,11379
227900,239962,12062
239963,251430,11467
251431,262840,11409
262840,274257,11417
274257,285578,11321
285579,296856,11277
296857,309512,12655
309513,320871,11358
320872,332514,11642
332515,344054,11539
344056,355395,11339
355396,366872,11476
366873,379230,12357
379232,391539,12307
391539,403068,11529
403069,414624,11555
414625,425895,11270
425896,437379,11483
437380,449094,11714
449095,460628,11533
460629,472279,11650
472279,483960,11681
483961,495467,11506
495468,506976,11508
506976,518498,11522
518499,530070,11571
530071,543726,13655
543727,555693,11966
555694,567373,11679
567374,578790,11416
