start,end,total
8677568.724762,8678265.133862,696.4091
8678265.618262,8678824.660362,559.0421
8678824.794962,8679381.519362,556.7244
8679381.654162,8679938.494562,556.8404
8679938.623062,8680582.272362,643.6493
8680582.404862,8681222.359862,639.955
8681222.482762,8681791.363462,568.8807
8681791.471762,8682564.039262,772.5675
8682564.143762,8683150.434162,586.2904
8683150.540062,8683715.364062,564.824
8683715.468562,8684267.398862,551.9303
8684267.503262,8684862.068162,594.5649
8684862.175462,8685421.532462,559.357
8685421.631862,8685991.130062,569.4982
8685991.267762,8686550.569662,559.3019
8686550.728962,8687135.944162,585.2152
8687136.040462,8687811.500362,675.4599
8687811.628162,8688417.416562,605.7884
8688417.530862,8688965.613862,548.083
8688965.734362,8689606.867262,641.1329
8689606.972262,8690195.926362,588.9541
8690196.026662,8690801.274162,605.2475
8690801.373662,8691395.041562,593.6679
8691395.159362,8692010.682462,615.5231
8692010.805462,8692668.422062,657.6166
8692668.536362,8693243.200262,574.6639
8693243.295462,8693786.129562,542.8341
8693786.231662,8694384.473162,598.2415
8694384.571862,8694981.838962,597.2671
8694981.955062,8695560.653062,578.698
8695560.752262,8696119.136362,558.3841
8696119.236762,8696812.292962,693.0562
8696812.393762,8697467.534862,655.1411
8697467.632862,8698115.237762,647.6049
8698115.336862,8698674.628462,559.2916
8698674.743862,8699267.645962,592.9021
8699267.744262,8699866.317262,598.573
8699866.415662,8700495.580962,629.1653
8700495.687062,8701116.860862,621.1738
8701116.963862,8701661.326962,544.3631
8701661.425962,8702192.413562,530.9876
8702192.513362,8702773.420862,580.9075
8702773.521762,8703332.202662,558.6809
8703332.303162,8703884.648862,552.3457
8703884.749262,8704425.708662,540.9594
8704425.822362,8704985.370862,559.5485
8704985.480362,8705642.354862,656.8745
8705642.461762,8706226.330062,583.8683
8706226.426362,8706786.927862,560.5015
8706787.035962,8707542.816662,755.7807
