start,end,total
11461336.614362,11462108.025262,771.4109
11462108.502862,11462804.640362,696.1375
11462804.800462,11463433.731662,628.9312
11463433.863862,11464097.064362,663.2005
11464097.253162,11464768.881162,671.628
11464769.013062,11465400.401162,631.3881
11465400.535362,11466039.753262,639.2179
11466039.895262,11466665.350962,625.4557
11466665.485062,11467322.528462,657.0434
11467322.662162,11467968.377462,645.7153
11467968.520962,11468602.324462,633.8035
11468602.447262,11469261.109162,658.6619
11469261.242262,11469990.754062,729.5118
11469990.917362,11470616.437362,625.52
11470616.599762,11471310.230662,693.6309
11471310.366462,11471933.401962,623.0355
11471933.526362,11472571.127262,637.6009
11472571.267762,11473237.052962,665.7852
11473237.172062,11473886.749262,649.5772
11473886.887962,11474528.513262,641.6253
11474528.632962,11475201.976562,673.3436
11475202.106062,11475841.631162,639.5251
11475841.755462,11476494.185662,652.4302
11476494.304362,11477145.223062,650.9187
11477145.354562,11477807.303662,661.9491
11477807.437862,11478460.639662,653.2018
11478460.765062,11479112.271062,651.506
11479112.391762,11479763.348262,650.9565
11479763.469062,11480459.212862,695.7438
11480459.337462,11481151.900762,692.5633
11481152.025362,11481787.339762,635.3144
11481787.473562,11482449.601462,662.1279
11482449.722862,11483090.692962,640.9701
11483091.308062,11483733.430562,642.1225
11483733.553862,11484362.042162,628.4883
11484362.161662,11485058.095862,695.9342
11485058.219462,11485697.175762,638.9563
11485697.297362,11486390.949762,693.6524
11486391.066662,11487010.753762,619.6871
11487010.867762,11487694.250262,683.3825
11487694.371362,11488326.470762,632.0994
11488326.598362,11488999.348862,672.7505
11488999.459862,11489668.816362,669.3565
11489668.938062,11490306.858362,637.9203
11490306.973762,11490983.399562,676.4258
11490983.518062,11491640.268962,656.7509
11491640.392462,11492264.353462,623.961
11492264.469662,11492951.625062,687.1554
11492951.782762,11493645.253962,693.4712
11493645.382162,11494341.978462,696.5963
