start,end,total
7523005.560962,7523281.705462,276.1445
7523338.059862,7523566.616162,228.5563
7523623.213862,7523837.068662,213.8548
7523891.193162,7524108.309962,217.1168
7524163.810662,7524376.175562,212.3649
7524431.047062,7524649.288262,218.2412
7524703.172862,7524913.899162,210.7263
7524967.135262,7525184.851962,217.7167
7525238.650562,7525444.350662,205.7001
7525498.008162,7525706.244062,208.2359
7525760.574862,7525976.232562,215.6577
7526031.127462,7526246.382662,215.2552
7526317.030662,7526529.440962,212.4103
7526582.410562,7526793.440162,211.0296
7526846.898462,7527057.764462,210.866
7527112.291762,7527325.023062,212.7313
7527377.324062,7527591.308662,213.9846
7527645.379362,7527856.848462,211.4691
7527910.185562,7528147.589462,237.4039
7528202.843762,7528418.056962,215.2132
7528471.638362,7528686.094862,214.4565
7528740.287962,7528950.252662,209.9647
7529008.246662,7529233.574562,225.3279
7529288.582562,7529503.819262,215.2367
7529559.210962,7529775.382562,216.1716
7529829.170162,7530046.660662,217.4905
7530102.512062,7530317.801262,215.2892
7530373.358362,7530588.923762,215.5654
7530643.887562,7530869.755462,225.8679
7530924.788362,7531140.371862,215.5835
7531195.226162,7531407.870762,212.6446
7531461.843962,7531673.873262,212.0293
7531727.874562,7531939.802062,211.9275
7531993.763762,7532210.465762,216.702
7532280.096462,7532498.934562,218.8381
7532553.451162,7532767.724762,214.2736
7532821.214962,7533032.507862,211.2929
7533087.965362,7533297.884662,209.9193
7533351.615762,7533567.651362,216.0356
7533621.623362,7533835.247462,213.6241
7533890.191962,7534108.596662,218.4047
7534163.089762,7534393.948162,230.8584
7534448.375662,7534663.439962,215.0643
7534719.255262,7534930.523862,211.2686
7534986.331962,7535199.668562,213.3366
7535254.126162,7535463.718962,209.5928
7535517.911862,7535737.523762,219.6119
7535811.020662,7536035.625262,224.6046
7536091.660362,7536302.409062,210.7487
7536357.093462,7536573.036962,215.9435
