start,end,total
9651554.227262,9651647.004162,92.7769
9651647.551562,9651705.417362,57.8658
9651705.588662,9651760.167162,54.5785
9651760.298062,9651820.577862,60.2798
9651820.728162,9651868.940362,48.2122
9651869.079562,9651925.586962,56.5074
9651925.708362,9651981.883362,56.175
9651982.154162,9652036.383962,54.2298
9652036.493862,9652085.707362,49.2135
9652085.833762,9652155.921162,70.0874
9652156.034862,9652231.305462,75.2706
9652231.442062,9652296.358162,64.9161
9652296.483862,9652355.321962,58.8381
9652355.424262,9652411.609862,56.1856
9652411.715862,9652461.150862,49.435
9652461.276662,9652515.865962,54.5893
9652515.991162,9652575.438262,59.4471
9652575.562062,9652635.102262,59.5402
9652635.204162,9652701.984562,66.7804
9652702.108362,9652750.212362,48.104
9652750.342762,9652816.131862,65.7891
9652816.253462,9652876.344362,60.0909
9652876.458362,9652928.630362,52.172
9652928.733862,9653002.942362,74.2085
9653003.058762,9653053.108662,50.0499
9653053.239862,9653114.503462,61.2636
9653114.609562,9653170.364762,55.7552
9653170.495662,9653227.238362,56.7427
9653227.333762,9653277.442262,50.1085
9653277.560962,9653337.839662,60.2787
9653337.963462,9653385.235062,47.2716
9653385.348662,9653438.116862,52.7682
9653438.219162,9653489.015662,50.7965
9653489.130362,9653546.399262,57.2689
9653546.541662,9653594.348162,47.8065
9653594.466562,9653654.180262,59.7137
9653654.297862,9653715.811962,61.5141
9653715.937862,9653776.307762,60.3699
9653776.403962,9653831.847662,55.4437
9653832.000262,9653885.206762,53.2065
9653885.340362,9653936.851762,51.5114
9653937.032562,9654007.422562,70.39
9654007.541162,9654065.540562,57.9994
9654065.637262,9654125.071562,59.4343
9654125.169462,9654175.613662,50.4442
9654175.708562,9654236.098862,60.3903
9654236.198562,9654303.862562,67.664
9654304.002962,9654360.468862,56.4659
9654360.566162,9654416.547962,55.9818
9654416.644162,9654471.261162,54.617
