"(PDH-CSV 4.0) (","\\DESKTOP-940RFIL\Proces(firefox)\Czas procesora (%)","\\DESKTOP-940RFIL\Proces(firefox#1)\Czas procesora (%)","\\DESKTOP-940RFIL\Proces(firefox#2)\Czas procesora (%)","\\DESKTOP-940RFIL\Proces(firefox#3)\Czas procesora (%)","\\DESKTOP-940RFIL\Proces(firefox#4)\Czas procesora (%)","\\DESKTOP-940RFIL\Processor Performance(PPM_Processor_0)\% of Maximum Frequency","\\DESKTOP-940RFIL\Processor Performance(PPM_Processor_1)\% of Maximum Frequency","\\DESKTOP-940RFIL\Processor Performance(PPM_Processor_2)\% of Maximum Frequency","\\DESKTOP-940RFIL\Processor Performance(PPM_Processor_3)\% of Maximum Frequency","\\DESKTOP-940RFIL\Proces(firefox)\Bajty prywatne","\\DESKTOP-940RFIL\Proces(firefox#1)\Bajty prywatne","\\DESKTOP-940RFIL\Proces(firefox#2)\Bajty prywatne","\\DESKTOP-940RFIL\Proces(firefox#3)\Bajty prywatne","\\DESKTOP-940RFIL\Proces(firefox#4)\Bajty prywatne"
"05/08/2020 16:03:48.143"," "," "," "," "," ","100","100","100","100","222515200","259530752","73699328","29863936","14802944"
"05/08/2020 16:03:49.159","27.27269289260532048","10.606047236013180779","116.66651959614500811","0","0","100","100","100","100","234926080","198860800","86888448","29863936","14802944"
"05/08/2020 16:03:50.143","0","0","198.38797736082852907","0","0","100","100","100","100","234291200","155418624","69984256","29806592","14802944"
"05/08/2020 16:03:51.143","0","0","199.99970000044999097","0","0","100","100","100","100","234291200","151482368","71028736","29806592","14946304"
"05/08/2020 16:03:52.145","10.920498967207850072","0","198.12905269077100456","0","0","100","100","100","100","200245248","151220224","72024064","26947584","14946304"
"05/08/2020 16:03:53.158","0","0","200.5361782074311634","0","0","100","100","100","100","200806400","150978560","73056256","27303936","14946304"
"05/08/2020 16:03:54.158","0","0","201.56290312580625823","0","0","100","100","100","100","197128192","150978560","72028160","27303936","14946304"
"05/08/2020 16:03:55.158","0","0","203.12483750012998485","0","0","100","100","100","100","197128192","145362944","73011200","27303936","14946304"
"05/08/2020 16:03:56.158","3.1249996875000314311","0","199.99998000000201159","0","0","100","100","100","100","195694592","145362944","73912320","27303936","14946304"
"05/08/2020 16:03:57.158","0","0","199.99996000000800223","0","0","100","100","100","100","195694592","145362944","74850304","26546176","14946304"
"05/08/2020 16:03:58.152","0","0","201.08036458283064007","0","0","100","100","100","100","195694592","145362944","73359360","26550272","14946304"
"05/08/2020 16:03:59.152","0","0","200.00028000039199583","0","0","100","100","100","100","195694592","145362944","74309632","26550272","14946304"
"05/08/2020 16:04:00.152","0","0","199.99990000004999047","0","0","100","100","100","100","195969024","154865664","75194368","26550272","14946304"
"05/08/2020 16:04:01.152","0","0","199.99990000004999047","0","0","100","100","100","100","195919872","154865664","76128256","26550272","14946304"
"05/08/2020 16:04:02.152","0","0","200.000220000241967","0","0","100","100","100","100","195919872","154865664","77037568","26550272","14946304"
"05/08/2020 16:04:03.142","0","0","198.92011762127609131","0","0","100","100","100","100","195891200","154865664","77881344","26550272","14946304"
"05/08/2020 16:04:04.147","0","0","200.58315275666558364","0","0","100","100","100","100","195891200","154865664","78721024","26550272","14946304"
"05/08/2020 16:04:05.163","0","0","200.00013784624886171","0","0","100","100","100","100","195608576","154865664","79613952","26550272","14946304"
"05/08/2020 16:04:06.163","0","0","200.00002000000199587","0","0","100","100","100","100","195608576","154341376","80465920","26550272","14946304"
"05/08/2020 16:04:07.163","0","0","199.99984000012801744","0","0","100","100","100","100","195608576","154341376","81297408","26550272","14946304"
"05/08/2020 16:04:08.152","0","0","203.64937662199622537","0","0","100","100","100","100","195608576","154341376","82120704","26550272","14946304"
"05/08/2020 16:04:09.142","0","0","199.01810657888404421","0","0","100","100","100","100","195608576","154341376","82919424","26550272","14946304"
"05/08/2020 16:04:10.157","0","0","199.999940923094357","0","0","100","100","100","100","197623808","154341376","83767296","26550272","14946304"
"05/08/2020 16:04:11.157","0","0","200.00014000009801407","0","0","100","100","100","100","197591040","154341376","84639744","26550272","14946304"
"05/08/2020 16:04:12.157","0","0","199.99982000016200345","0","0","100","100","100","100","197132288","154296320","85549056","26525696","14946304"
"05/08/2020 16:04:13.147","0","0","198.91434947657361931","0","0","100","100","100","100","194371584","154296320","86347776","26525696","14946304"
"05/08/2020 16:04:14.152","0","0","202.13960983000069405","0","0","100","100","100","100","194371584","154296320","87191552","26525696","14946304"
"05/08/2020 16:04:15.152","0","0","200","0","0","100","100","100","100","194371584","154296320","88035328","26525696","14946304"
"05/08/2020 16:04:16.152","0","0","201.56252015625199192","0","0","100","100","100","100","194371584","154296320","88883200","26525696","14946304"
"05/08/2020 16:04:17.152","0","0","201.56252015625199192","0","0","100","100","100","100","194371584","154296320","89718784","26525696","14946304"
"05/08/2020 16:04:18.142","0","0","198.91426908667659745","0","0","100","100","100","100","194371584","154296320","90537984","26558464","14946304"
"05/08/2020 16:04:19.146","0","1.5549485478721138954","197.47846557975844917","0","0","100","100","100","100","194473984","154296320","91283456","26558464","14946304"
"05/08/2020 16:04:20.146","0","0","200","0","0","100","100","100","100","194473984","154296320","92090368","26558464","14946304"
"05/08/2020 16:04:21.162","0","0","199.99990153851001651","0","0","100","100","100","100","194473984","154296320","92950528","26558464","14946304"
"05/08/2020 16:04:22.162","0","0","201.56262093757257503","0","0","100","100","100","100","194473984","154296320","93765632","26558464","14946304"
"05/08/2020 16:04:23.152","0","0","202.07090344688504047","0","0","100","100","100","100","194473984","154296320","92463104","26558464","14946304"
"05/08/2020 16:04:24.141","0","0","200.59362065028372513","0","0","100","100","100","100","194408448","154296320","93237248","26558464","14946304"
"05/08/2020 16:04:25.141","0","0","201.56245968750806696","0","0","100","100","100","100","194408448","154296320","94072832","26558464","14946304"
"05/08/2020 16:04:26.141","3.1249912500244998448","0","178.12450125139648094","0","0","100","100","100","100","194416640","154296320","128729088","26558464","14946304"
"05/08/2020 16:04:27.157","1.538465931373490303","0","181.53897990207184421","0","0","100","100","100","100","194560000","158572544","181460992","26492928","14946304"
"05/08/2020 16:04:28.157","0","0","199.99984000012801744","0","0","100","100","100","100","194560000","158572544","182476800","26501120","14946304"
"05/08/2020 16:04:29.151","0","0","201.08444843038509475","0","0","100","100","100","100","194560000","158572544","183537664","26501120","14946304"
"05/08/2020 16:04:30.151","0","0","199.993420216474874","0","0","100","100","100","100","194560000","158572544","184537088","26501120","14946304"
"05/08/2020 16:04:31.151","0","0","200.00638020352846524","0","0","100","100","100","100","194560000","158572544","185577472","26501120","14946304"
"05/08/2020 16:04:32.151","0","0","200.00016000012800532","0","0","100","100","100","100","194560000","158572544","186597376","26501120","14946304"
"05/08/2020 16:04:33.151","0","0","200","0","0","100","100","100","100","194560000","158048256","187551744","26517504","14946304"
"05/08/2020 16:04:34.146","0","0","197.90945291946476914","0","0","100","100","100","100","194560000","158048256","188485632","26517504","14946304"
"05/08/2020 16:04:35.146","0","0","199.99390018604432839","0","0","100","100","100","100","194560000","158048256","189313024","26517504","14946304"
"05/08/2020 16:04:36.161","0","0","200.11073204323278674","0","0","100","100","100","100","194560000","158048256","190271488","26517504","14946304"
"05/08/2020 16:04:37.161","0","0","199.99272026498235277","0","0","100","100","100","100","194560000","158048256","191168512","26517504","14946304"
"05/08/2020 16:04:38.161","0","0","200.00708025064088247","0","0","100","100","100","100","194560000","158048256","192143360","26562560","14946304"
"05/08/2020 16:04:39.156","0","0","201.04068711686039705","0","0","100","100","100","100","195100672","158048256","192978944","26562560","14946304"
"05/08/2020 16:04:40.156","0","0","199.99998000000201159","0","0","100","100","100","100","195063808","158048256","193904640","26562560","14946304"
"05/08/2020 16:04:41.156","0","0","200.00002000000199587","0","0","100","100","100","100","195063808","158048256","194777088","26562560","14946304"
"05/08/2020 16:04:42.156","15.625","0","203.125","0","0","100","100","100","100","197525504","157945856","195637248","26660864","14974976"
"05/08/2020 16:04:43.156","0","0","200.00012000007200186","0","0","100","100","100","100","197455872","157945856","196423680","26673152","14979072"
"05/08/2020 16:04:44.151","0","0","201.07901007596865384","0","0","100","100","100","100","196853760","157945856","197431296","26673152","14979072"
"05/08/2020 16:04:45.151","0","0","200.00216002332825838","0","0","100","100","100","100","196853760","157945856","198287360","26673152","14979072"
"05/08/2020 16:04:46.151","0","0","199.99860000979992947","0","0","100","100","100","100","196853760","157945856","199151616","26673152","14979072"
"05/08/2020 16:04:47.151","0","0","200.00726026354755049","0","0","100","100","100","100","196505600","157945856","200015872","26673152","14979072"
"05/08/2020 16:04:48.151","0","0","201.55651377154097759","0","0","100","100","100","100","196505600","157945856","200843264","26673152","14979072"
"05/08/2020 16:04:49.138","0","0","199.33977653492135573","0","0","100","100","100","100","196608000","157945856","201674752","26673152","14979072"
"05/08/2020 16:04:50.145","0","0","198.60787794036480136","0","0","100","100","100","100","196608000","157945856","202555392","26673152","14979072"
"05/08/2020 16:04:51.161","0","0","198.46886654276465833","0","0","100","100","100","100","196608000","157945856","203390976","26673152","14979072"
"05/08/2020 16:04:52.161","4.6874943750067492587","0","199.99976000028800627","0","0","100","100","100","100","193978368","157945856","204423168","26673152","14979072"
"05/08/2020 16:04:53.161","0","0","199.99412017286690002","0","0","100","100","100","100","193978368","157945856","205254656","26673152","14979072"
"05/08/2020 16:04:54.151","0","0","206.67302845163771963","0","0","100","100","100","100","193978368","157945856","204013568","26673152","14979072"
"05/08/2020 16:04:55.140","0","0","200.66814719098977093","0","0","100","100","100","100","193978368","157945856","204840960","26673152","14979072"
"05/08/2020 16:04:56.156","1.5384674461765317499","0","200.00076800294914392","0","0","100","100","100","100","189116416","157945856","205623296","26673152","14979072"
"05/08/2020 16:04:57.156","0","0","199.99998000000201159","0","0","100","100","100","100","189116416","157945856","206381056","24932352","14979072"
"05/08/2020 16:04:58.156","0","0","201.56241937503222061","0","0","100","100","100","100","189116416","157945856","191279104","24936448","14979072"
"05/08/2020 16:04:59.145","0","0","198.91499259808895772","0","0","100","100","100","100","189116416","157945856","192348160","24936448","14979072"
"05/08/2020 16:05:00.150","0","0","202.21684415290928882","0","0","100","100","100","100","189116416","157945856","193150976","24936448","14979072"
"05/08/2020 16:05:01.150","0","0","201.56086735697442691","0","0","100","100","100","100","189116416","157945856","193974272","24936448","14979072"
"05/08/2020 16:05:02.150","0","0","200.00180001620014991","0","0","100","100","100","100","189116416","157945856","194764800","24936448","14979072"
"05/08/2020 16:05:03.150","0","0","201.56241937503222061","0","0","100","100","100","100","189116416","157945856","195555328","24936448","14979072"
"05/08/2020 16:05:04.140","0","0","178.29443430539922133","0","0","100","100","100","100","189476864","157945856","224382976","24936448","14979072"
"05/08/2020 16:05:05.145","0","0","199.10726276593638318","0","0","100","100","100","100","189476864","157945856","225439744","24936448","14979072"
"05/08/2020 16:05:06.145","0","0","201.56235890634874863","0","0","100","100","100","100","189476864","157945856","226439168","24936448","14979072"
"05/08/2020 16:05:07.160","0","0","200.00019692327080634","0","0","100","100","100","100","189476864","157945856","226738176","24936448","14979072"
"05/08/2020 16:05:08.160","0","0","199.99396018240250328","0","0","100","100","100","100","189476864","157945856","227774464","24936448","14979072"
"05/08/2020 16:05:09.150","0","0","202.08343984814641203","0","0","100","100","100","100","189476864","157945856","228749312","24936448","14979072"
"05/08/2020 16:05:10.139","0","0","199.01295638788377573","0","0","100","100","100","100","189476864","157945856","229699584","24936448","14979072"
"05/08/2020 16:05:11.139","0","0","201.55782385848647209","0","0","100","100","100","100","189476864","157945856","230866944","24936448","14979072"
"05/08/2020 16:05:12.155","0","0","200.00439148103882303","0","0","100","100","100","100","189407232","157945856","231772160","24907776","14979072"
"05/08/2020 16:05:13.155","0","0","200.00034000057800654","0","0","100","100","100","100","189407232","157945856","232693760","24907776","14950400"
"05/08/2020 16:05:14.160","0","0","198.91992448601826027","0","0","100","100","100","100","189407232","157945856","233664512","24907776","14950400"
"05/08/2020 16:05:15.150","0","0","202.16112261688675744","0","0","100","100","100","100","189407232","157945856","234553344","24907776","14950400"
