start,end,total,start: 20:55:34 GMT+0200 (Central European Summer Time),end: 21:09:17 GMT+0200 (Central European Summer Time)
88.05999999822234,18240.359999999782,18152.30000000156,
18250.315000001137,36145.1049999996,17894.789999998466,
36156.33999999773,52749.619999998686,16593.28000000096,
52764.24000000043,69125.63999999838,16361.399999997957,
69139.57999999911,85458.83999999933,16319.260000000213,
85515.89500000046,101745.61999999787,16229.724999997416,
101753.28000000081,118418.5550000002,16665.274999999383,
118430.7149999986,134696.0399999989,16265.325000000303,
134707.89499999955,151041.94500000085,16334.050000001298,
151184.04999999984,167470.21999999924,16286.169999999402,
167475.27999999875,183805.4200000006,16330.140000001848,
183820.09499999913,200135.25500000105,16315.160000001924,
200147.2900000008,216493.76499999926,16346.474999998463,
216507.58499999938,232863.28499999945,16355.70000000007,
232930.47999999908,249231.495,16301.015000000916,
249243.9599999998,265802.889999999,16558.929999999236,
265834.8449999976,282234.3499999988,16399.505000001227,
282246.37000000075,298627.4049999993,16381.03499999852,
298701.82999999815,315014.57999999914,16312.75000000099,
315029.08999999997,331412.75499999756,16383.664999997593,
331423.53499999805,347804.1449999983,16380.610000000219,
347861.0000000008,364175.0849999989,16314.0849999981,
364188.4449999998,380617.90499999915,16429.45999999938,
380628.04499999766,396979.9800000001,16351.935000002442,
397042.38999999873,413464.179999999,16421.79000000027,
413471.51500000106,429845.7249999992,16374.209999998158,
429953.8599999978,446319.81000000087,16365.950000003097,
446332.6300000008,462656.465,16323.834999999206,
462665.4999999992,478995.21000000095,16329.710000001767,
479005.03000000026,495345.0049999992,16339.974999998929,
495352.429999999,511748.41000000015,16395.980000001146,
511826.975,528115.78,16288.805000000051,
528126.6799999976,544423.7900000007,16297.11000000313,
544440.0449999993,560811.9399999996,16371.895000000251,
560846.164999999,577161.5649999985,16315.399999999558,
577169.0899999994,593616.0500000005,16446.960000001127,
593687.2299999995,609966.4850000008,16279.255000001285,
609977.2649999977,626312.93,16335.665000002366,
626319.7599999985,642689.9300000004,16370.170000001905,
642698.4400000002,659126.9649999995,16428.524999999325,
659197.154999998,675435.4400000011,16238.28500000306,
675445.6849999988,691923.5750000007,16477.890000001877,
691984.9749999994,708179.1000000013,16194.125000001863,
708187.7700000005,724530.0549999992,16342.284999998752,
724536.9449999998,740891.0250000008,16354.080000001006,
740899.6550000011,757264.9199999978,16365.264999996754,
757275.5350000006,773635.9249999986,16360.389999998035,
773729.4350000011,789959.5750000008,16230.139999999665,
789967.5099999986,806305.4899999988,16337.980000000214,
806313.0149999997,822656.6899999998,16343.675000000163,
