(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
47:52.4,60870656,55521280,15151104,177393664,4100096,3969024,84418560,163.9685716,24.88808677,0,16.10405614,0,0,11.71204083
47:53.4,64995328,55693312,15151104,169922560,4100096,3969024,84418560,281.8052973,8.387062421,0,0,0,0,1.677412484
47:54.4,66334720,56356864,15151104,169529344,4100096,3969024,84418560,282.2134426,17.05685642,0,3.101246622,0,0,9.303739865
47:55.4,51179520,56356864,15151104,146149376,4100096,3969024,84418560,302.0554905,0,0,0,0,0,1.581442358
47:56.4,50421760,56676352,15151104,145522688,4100096,3969024,84418560,297.4992765,1.557587835,0,0,0,0,0
47:57.4,51212288,56676352,15151104,137850880,4100096,3969024,84418560,296.1623741,3.117498675,0,1.558749337,0,0,0
47:58.4,51892224,55980032,15151104,119410688,4100096,3969024,84418560,298.6218304,0,0,0,0,0,0
47:59.4,53481472,55980032,15151104,119246848,4100096,3969024,84418560,299.4526903,0,0,0,0,0,0
48:00.4,54894592,55980032,15151104,117968896,4100096,3969024,84418560,299.9764346,0,0,3.108564089,0,0,0
48:01.4,55980032,55980032,15151104,113774592,4100096,3969024,84418560,301.0181231,0,0,0,0,0,0
48:02.4,57200640,55963648,15151104,113885184,4100096,3969024,84668416,298.7519934,0,1.555999966,0,0,0,0
48:03.4,58535936,55980032,15151104,111980544,4100096,3969024,84668416,298.7468169,0,0,0,0,0,0
48:04.4,59305984,55980032,15151104,107114496,4100096,3969024,84668416,302.4675867,1.559111272,0,0,0,0,0
