start,end,total
6759445.429162,6767867.207262,8421.7781
6769443.413262,6778215.711862,8772.2986
6780064.526462,6790812.491662,10747.9652
6792909.347862,6801548.853662,8639.5058
6803570.846762,6812229.723562,8658.8768
6814204.717962,6824619.594162,10414.8762
6826636.137562,6835275.796162,8639.6586
6836997.185562,6846443.916362,9446.7308
6848557.286562,6857833.628362,9276.3418
6859788.135962,6868414.063262,8625.9273
6870124.661162,6879674.000662,9549.3395
6881909.118362,6891320.563662,9411.4453
6893021.542962,6901471.541362,8449.9984
6903540.535162,6913729.555162,10189.02
6915903.331462,6924340.820762,8437.4893
6926338.123362,6934896.091262,8557.9679
6936857.934362,6946949.217262,10091.2829
6948988.206362,6957834.715362,8846.509
6959804.794062,6969002.065162,9197.2711
6970928.823162,6980424.687362,9495.8642
6982446.528862,6991111.584462,8665.0556
6992880.144662,7002662.073762,9781.9291
7004997.537562,7014146.406262,9148.8687
7016136.723262,7024731.492062,8594.7688
7026708.423762,7036830.851362,10122.4276
7038971.314462,7047524.372262,8553.0578
7049233.641362,7057820.932162,8587.2908
7059574.622662,7071298.414662,11723.792
7073343.084462,7082305.784562,8962.7001
7084027.149262,7096963.485262,12936.336
7098938.999962,7108266.456962,9327.457
7110311.477762,7119004.327962,8692.8502
7120719.930762,7130195.509762,9475.579
7132279.449262,7141093.666262,8814.217
7143101.188962,7151634.759462,8533.5705
7153801.778162,7164236.913762,10435.1356
7166264.355062,7174630.196762,8365.8417
7176743.608462,7185282.555162,8538.9467
7187272.081062,7197060.427662,9788.3466
7199107.430062,7207491.444562,8384.0145
7209771.161962,7219298.967062,9527.8051
7221477.365962,7230929.805562,9452.4396
7232943.025462,7241608.699262,8665.6738
7243699.422362,7253506.503062,9807.0807
7255697.695662,7264986.582762,9288.8871
7266677.075162,7275249.575362,8572.5002
7276940.015462,7286181.769362,9241.7539
7288371.717462,7296746.828562,8375.1111
7298858.651862,7307475.095162,8616.4433
7309522.890162,7319188.195162,9665.305
