(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
54:59.8,45559808,72503296,15273984,161079296,4075520,4009984,87404544,0,35.97508677,0,25.02614732,0,0,0
55:00.8,45559808,91160576,15273984,151236608,4075520,4009984,87404544,0,42.4146005,0,25.13457807,0,0,0
55:01.8,45559808,95162368,15273984,152260608,4075520,4009984,87400448,0,25.0344098,0,31.29301225,0,0,0
55:02.8,45637632,73891840,15273984,138199040,4075520,4009984,87400448,3.131432589,50.10292142,0,40.70862365,0,0,6.262865178
55:03.8,45637632,76500992,15273984,138104832,4075520,4009984,87400448,0,52.25826017,0,98.36848974,0,0,0
55:04.8,46395392,75362304,15368192,138625024,4075520,4009984,87404544,4.772643968,68.40789688,1.590881323,79.54406614,0,0,7.954406614
55:05.8,56586240,94937088,15368192,139960320,4075520,4009984,87408640,38.70222869,120.7509535,0,88.24108142,0,0,15.48089148
55:06.8,58064896,96112640,15372288,135385088,4075520,4009984,87601152,25.30176146,177.1123302,3.162720182,64.83576374,0,0,12.65088073
55:07.8,58421248,94785536,15372288,130109440,4075520,4009984,87597056,27.66285603,212.0818962,3.07365067,67.62031474,0,0,10.75777734
55:08.8,60825600,94187520,15372288,130768896,4075520,4009984,87592960,26.72680571,179.2268148,0,69.17526184,0,0,6.288660167
55:09.8,60596224,113471488,15372288,129982464,4075520,4009984,87592960,4.709407221,47.09407221,0,94.18814441,0,0,0
55:10.8,60153856,117690368,15372288,129982464,4075520,4009984,87592960,0,46.86103541,0,99.97020888,0,0,0
55:11.8,59699200,103145472,15323136,127905792,4042752,3911680,87298048,7.815377622,125.046042,1.563075524,82.84300279,0,0,6.252302098
55:12.8,59699200,115953664,15323136,127676416,4042752,3911680,87298048,0,54.78239406,0,92.34746428,0,0,0
