start,end,total
10939971.325862,10940703.912262,732.5864
10940704.366262,10941472.107562,767.7413
10941472.270562,10942411.551162,939.2806
10942411.712262,10943082.415862,670.7036
10943082.571762,10943736.212762,653.641
10943736.365262,10944355.834862,619.4696
10944356.003762,10944953.323462,597.3197
10944953.460162,10945556.538962,603.0788
10945556.667362,10946184.866762,628.1994
10946184.990962,10946787.396762,602.4058
10946787.530762,10947377.607062,590.0763
10947377.743762,10947989.731462,611.9877
10947989.863562,10948592.866962,603.0034
10948593.014162,10949182.662762,589.6486
10949182.824862,10949804.071062,621.2462
10949804.198762,10950411.926762,607.728
10950412.047762,10951047.118862,635.0711
10951047.247562,10951678.624462,631.3769
10951678.754762,10952299.681262,620.9265
10952299.809962,10952914.782262,614.9723
10952914.910062,10953487.915662,573.0056
10953488.034062,10954102.745762,614.7117
10954102.896562,10954771.660862,668.7643
10954771.783962,10955337.454962,565.671
10955337.582162,10955949.732462,612.1503
10955949.854762,10956521.465362,571.6106
10956521.596062,10957129.739762,608.1437
10957129.865262,10957704.568262,574.703
10957704.689862,10958293.722262,589.0324
10958293.845862,10958848.464862,554.619
10958848.580262,10959471.500462,622.9202
10959471.624862,10960142.667262,671.0424
10960142.783862,10960737.067862,594.284
10960737.189762,10961265.721562,528.5318
10961265.892662,10961870.494662,604.602
10961870.616262,10962526.602262,655.986
10962526.717762,10963123.223862,596.5061
10963123.340962,10963745.420662,622.0797
10963745.552162,10964382.756862,637.2047
10964382.897362,10964985.331262,602.4339
10964985.447162,10965548.462462,563.0153
10965548.588262,10966129.571062,580.9828
10966129.699762,10966671.800262,542.1005
10966672.085462,10967220.889362,548.8039
10967221.026662,10967913.586462,692.5598
10967913.774162,10968546.861262,633.0871
10968546.988762,10969095.460662,548.4719
10969095.608462,10969728.393462,632.785
10969728.506162,10970335.358962,606.8528
10970335.481562,10970946.772962,611.2914
