start,end,total
8558439.046762,8558551.022162,111.9754
8558551.504862,8558627.584662,76.0798
8558627.731762,8558744.541162,116.8094
8558744.679462,8558852.508562,107.8291
8558852.632762,8558928.538062,75.9053
8558928.653462,8559006.824062,78.1706
8559006.942462,8559086.663662,79.7212
8559086.779862,8559165.155762,78.3759
8559165.260462,8559273.331062,108.0706
8559273.437062,8559364.610162,91.1731
8559364.714462,8559441.980262,77.2658
8559442.086462,8559514.171662,72.0852
8559514.285162,8559590.412662,76.1275
8559590.523562,8559676.097762,85.5742
8559676.197762,8559759.123062,82.9253
8559759.230262,8559826.191062,66.9608
8559826.299062,8559925.374962,99.0759
8559925.493762,8559997.480762,71.987
8559997.587562,8560069.441462,71.8539
8560069.556862,8560143.873362,74.3165
8560143.981762,8560216.196162,72.2144
8560216.306062,8560293.149062,76.843
8560293.256562,8560366.977562,73.721
8560367.086562,8560436.433862,69.3473
8560436.550162,8560519.029362,82.4792
8560519.136762,8560594.246162,75.1094
8560594.349062,8560674.503462,80.1544
8560674.602662,8560754.740962,80.1383
8560754.864962,8560840.367862,85.5029
8560840.472862,8560930.885662,90.4128
8560931.036662,8561034.526762,103.4901
8561034.627762,8561128.303162,93.6754
8561128.404462,8561218.403962,89.9995
8561218.510362,8561305.515962,87.0056
8561305.620962,8561410.371162,104.7502
8561410.472762,8561488.727762,78.255
8561488.825662,8561567.444762,78.6191
8561567.596862,8561644.018362,76.4215
8561644.151362,8561737.114162,92.9628
8561737.242362,8561813.659262,76.4169
8561813.760362,8561901.456262,87.6959
8561901.554362,8561983.835262,82.2809
8561983.938262,8562054.034562,70.0963
8562054.211662,8562127.512262,73.3006
8562127.616962,8562205.557362,77.9404
8562205.696562,8562278.405562,72.709
8562278.503462,8562351.675362,73.1719
8562351.775562,8562431.762262,79.9867
8562431.879462,8562510.835162,78.9557
8562510.931562,8562583.568662,72.6371
