start,end,total
2018725.068562,2019252.479962,527.4114
2019334.954262,2019845.806162,510.8519
2019901.252762,2020387.748162,486.4954
2020441.632062,2020957.837262,516.2052
2021031.736762,2021615.494062,583.7573
2021672.680462,2022166.161762,493.4813
2022221.803162,2022725.927962,504.1248
2022780.542862,2023340.812362,560.2695
2023407.829162,2023911.513062,503.6839
2023967.753362,2024482.226462,514.4731
2024537.288762,2025050.140062,512.8513
2025109.284162,2025649.254362,539.9702
2025706.102962,2026218.632262,512.5293
2026289.595762,2026798.137262,508.5415
2026855.060062,2027349.091262,494.0312
2027406.180062,2028060.770462,654.5904
2028138.286162,2028685.255662,546.9695
2028742.137562,2029299.354162,557.2166
2029356.883162,2029872.409962,515.5268
2029927.443762,2030432.368262,504.9245
2030488.651062,2030994.064062,505.413
2031055.652462,2031608.995462,553.343
2031664.635362,2032221.909662,557.2743
2032278.610162,2032782.945762,504.3356
2032839.201062,2033334.402662,495.2016
2033389.619862,2033902.928662,513.3088
2033959.012962,2034452.582562,493.5696
2034510.584462,2035043.874562,533.2901
2035098.881162,2035593.091762,494.2106
2035650.362062,2036142.307762,491.9457
2036196.499762,2036682.575062,486.0753
2036738.174162,2037255.713962,517.5398
2037310.371662,2037819.548162,509.1765
2037875.848562,2038387.876862,512.0283
2038444.338362,2038979.628162,535.2898
2039039.726262,2039532.216862,492.4906
2039586.845962,2040079.515962,492.67
2040135.367362,2040681.479562,546.1122
2040749.158462,2041243.720162,494.5617
2041298.239362,2041800.362862,502.1235
2041856.549462,2042384.369762,527.8203
2042439.467362,2042944.832662,505.3653
2043000.728962,2043507.455862,506.7269
2043561.989162,2044070.906062,508.9169
2044128.405262,2044622.735062,494.3298
2044680.673962,2045175.500662,494.8267
2045231.361762,2045729.329562,497.9678
2045785.315262,2046277.492662,492.1774
2046331.082762,2046825.954562,494.8718
2046882.149662,2047385.211562,503.0619
