(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
22:38.6,59834368,20574208,15413248,117055488,4091904,4001792,81027072,50.77224024,0,18.46263281,12.30842188,0,0,50.77224024
22:44.6,64868352,77717504,15884288,118464512,4091904,4042752,85667840,18.04020364,276.877908,1.307261133,8.105019026,0,0.261452227,21.70053481
22:45.5,65245184,79212544,15884288,114462720,4091904,4042752,86331392,12.67794382,334.3807681,0,14.26268679,0,0,4.754228931
22:46.5,58638336,79806464,15884288,111693824,4091904,4042752,86929408,13.91956555,300.0439685,0,18.55942073,0,0,15.46618394
22:47.6,57872384,71933952,14786560,111693824,4091904,4042752,86990848,29.30653845,279.1833399,0,7.712246959,0,0,23.13674088
22:48.6,56238080,72347648,14786560,106704896,4091904,4050944,88735744,4.688720943,306.3297683,0,12.50325585,0,0,21.88069773
22:49.6,56426496,73601024,14798848,105013248,4091904,4075520,89321472,4.717362793,352.2297552,0,6.289817058,0,0,12.57963412
22:50.5,56426496,74194944,14798848,103657472,4091904,4075520,89448448,1.579626947,352.2568092,0,3.159253894,0,0,7.898134736
22:51.5,56426496,78295040,14798848,102445056,4091904,4075520,90464256,3.11779011,344.5158072,0,1.558895055,0,0,20.26563572
22:52.6,56344576,78565376,14798848,102445056,4091904,4087808,90955776,1.53907679,370.9175065,0,1.53907679,0,0,4.617230371
22:53.6,56360960,80494592,14798848,102133760,4091904,4087808,91422720,0,376.6581152,0,0,0,0,1.575975377
22:54.5,56360960,80822272,14798848,100921344,4091904,4108288,91701248,0,386.4936756,0,0,0,0,1.583990474
22:55.5,56360960,82214912,14798848,99713024,4091904,4108288,91709440,0,397.247545,0,0,0,0,0
22:56.5,56344576,86630400,14798848,98529280,4091904,4108288,91709440,1.55625816,387.5082818,0,1.55625816,0,0,0
22:57.6,56303616,84639744,14798848,125845504,4091904,4055040,87277568,7.698331435,332.567918,0,10.77766401,0,0,6.158665148
22:58.6,56303616,93057024,14798848,124788736,4091904,4055040,87265280,1.566900012,396.425703,0,0,0,0,0
22:59.5,56303616,93687808,14798848,124706816,4091904,4055040,87265280,0,361.1571506,0,0,0,0,0
23:00.6,56287232,94056448,14798848,124530688,4059136,3956736,86482944,3.077619433,378.5471903,0,1.538809717,0,1.538809717,0
23:01.6,56303616,100151296,14798848,124530688,4059136,3956736,86482944,1.577198863,395.8769145,0,0,0,0,0
23:02.6,56303616,100859904,14753792,124530688,4059136,3956736,86482944,4.67131669,389.2763909,0,3.114211127,0,0,0
23:03.5,56303616,101167104,14753792,124530688,4059136,3956736,86482944,1.578961144,391.5823636,0,1.578961144,0,0,0
23:09.5,56287232,99844096,14753792,106561536,4059136,3956736,85843968,0.524677435,396.6561409,0,0.524677435,0,0,0
23:09.6,56303616,99905536,14753792,106561536,4059136,3956736,85843968,50.60769723,354.2538806,0,0,0,0,0
23:10.6,56303616,100630528,14753792,105594880,4059136,3956736,85889024,0,397.3094557,0,0,0,0,0
23:11.5,56303616,101224448,14753792,104546304,4059136,3956736,85889024,1.585018999,394.6697307,0,0,0,0,0
23:12.5,56303616,102182912,14753792,103497728,4059136,3956736,85889024,0,396.7751312,0,0,0,0,0
23:13.5,56827904,109940736,15273984,130781184,4059136,3956736,85889024,4.682409285,355.8631056,3.12160619,3.12160619,0,0,7.804015474
23:14.5,56827904,110309376,15237120,129728512,4059136,3956736,85889024,0,390.564587,0,0,0,0,0
23:15.6,56827904,103337984,15192064,129679360,4059136,3956736,85889024,0,399.6691805,0,0,0,0,0
23:16.5,56827904,110272512,15192064,128049152,4059136,3956736,85889024,0,394.3971554,0,0,0,0,0
23:17.6,56827904,88223744,15192064,126988288,4059136,3956736,85889024,4.599524887,390.9596154,0,3.066349925,0,0,0
23:18.6,56795136,90103808,15192064,126988288,4059136,3956736,85889024,3.145076913,396.279691,0,0,0,0,0
23:19.6,56811520,84717568,15192064,126988288,4059136,3956736,85889024,1.5698707,387.7580629,0,1.5698707,0,0,0
23:20.6,56811520,85549056,15192064,119369728,4059136,3956736,85975040,4.677492972,391.3502453,0,3.118328648,0,0,0
23:21.5,56811520,85794816,15192064,119369728,4059136,3956736,85975040,3.154337547,370.6346618,0,1.577168774,0,0,0
