(PDH-CSV 4.0) (,\\DESKTOP-940RFIL\Proces(firefox)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#4)\Bajty prywatne
10:57.6,35.76728602,10.43212509,93.8891258,0,0,215257088,139513856,97865728,26865664,15077376
11:04.4,14.1688694,4.342072882,354.6787954,0.228530152,0,253714432,138936320,137646080,26898432,15077376
11:04.6,75.00090001,37.50045001,287.50345,0,0,260993024,139132928,137773056,26898432,15077376
11:05.6,15.63704522,7.818522608,358.0883354,0,0,272715776,138813440,149852160,26898432,15077376
11:06.6,3.124998438,9.374995313,364.062318,0,0,273305600,138452992,160088064,26898432,15077376
11:07.6,9.374994375,3.124998125,379.6872722,0,0,285249536,138452992,169443328,26898432,15077376
11:08.6,35.93754313,9.37501125,340.6254088,0,0,262750208,138579968,168108032,26898432,15077376
11:09.6,32.8125,1.5625,350,0,0,279457792,138579968,169619456,26898432,15077376
11:10.6,13.44865754,11.95436226,366.1023443,0,0,279945216,138317824,171298816,26898432,15077376
11:16.6,8.138904873,7.088723599,371.2390803,0,0,267792384,114896896,180293632,26841088,15077376
11:17.6,9.375001875,1.562500313,381.2500763,0,0,262508544,114896896,181964800,26816512,15077376
11:18.6,6.249999375,4.687499531,379.687462,0,0,262524928,114724864,183390208,26816512,15077376
11:19.6,28.12498594,6.249996875,329.6873352,0,0,277860352,114724864,156598272,26816512,15077376
11:20.6,14.08043143,4.693477143,380.1716486,0,0,285147136,114724864,173408256,26816512,15077376
11:21.6,0,4.687501406,390.6251172,0,0,285114368,112218112,175435776,26816512,15077376
11:22.6,0,4.545455427,384.8485595,0,0,285114368,112218112,177364992,26816512,15077376
11:29.4,2.990790221,6.901823588,373.3886561,0,0,282841088,112197632,188694528,26849280,15077376
11:29.6,0,0,383.33088,0,0,282845184,112197632,189018112,26849280,15077376
11:30.6,7.912022963,9.494427556,368.7002701,0,0,282808320,112197632,190558208,26849280,15077376
11:31.6,3.10333623,6.206672461,380.1586882,0,0,282808320,112197632,192360448,26849280,15077376
11:32.6,4.687495781,3.124997188,385.9371527,0,0,282759168,112197632,193937408,26820608,15077376
11:33.6,0,4.687500469,393.7500394,0,0,282759168,112197632,195485696,26828800,15077376
11:34.6,6.250010625,6.250010625,381.2506481,0,0,282759168,112197632,197025792,26828800,15077376
11:35.6,1.505120879,6.020483515,376.2802197,0,0,282759168,112197632,198569984,26828800,15077376
11:39.6,0.386829525,3.868295254,389.9241616,0,0,281960448,112197632,210702336,26832896,15077376
11:46.0,5.892526261,6.138048188,372.4567641,0,0,293302272,112197632,203243520,26877952,15077376
11:46.6,30.97586361,2.815987601,363.2624005,0,0,296845312,112132096,204091392,26910720,15138816
11:47.6,0,3.125000938,382.8126148,0,0,296804352,112132096,205729792,27045888,15138816
11:48.6,0,1.562502813,385.9381947,0,0,296804352,112132096,207294464,27058176,15138816
