start,end,total
9730881.186962,9730985.729962,104.543
9730986.187362,9731102.183962,115.9966
9731102.339162,9731290.095362,187.7562
9731290.465262,9731397.880562,107.4153
9731398.040762,9731497.741262,99.7005
9731497.871262,9731619.130962,121.2597
9731619.237962,9731725.427762,106.1898
9731725.575662,9731834.440262,108.8646
9731834.641462,9731956.484662,121.8432
9731956.611362,9732061.798162,105.1868
9732061.902062,9732162.581562,100.6795
9732162.735562,9732272.004362,109.2688
9732272.127462,9732364.238362,92.1109
9732364.355162,9732463.884962,99.5298
9732464.011462,9732567.157462,103.146
9732567.299062,9732680.187862,112.8888
9732680.286962,9732786.750862,106.4639
9732786.841062,9732882.783662,95.9426
9732882.921762,9732983.502562,100.5808
9732983.620562,9733087.490462,103.8699
9733087.609862,9733187.270462,99.6606
9733187.397662,9733297.238262,109.8406
9733297.355562,9733407.162962,109.8074
9733407.259562,9733501.713762,94.4542
9733501.833462,9733615.555562,113.7221
9733615.666962,9733726.348562,110.6816
9733726.463962,9733828.452162,101.9882
9733828.673362,9733929.207762,100.5344
9733929.302362,9734032.906362,103.604
9734033.025862,9734143.385262,110.3594
9734143.497862,9734253.786362,110.2885
9734253.897562,9734356.400062,102.5025
9734356.514762,9734453.436362,96.9216
9734453.547362,9734553.918062,100.3707
9734554.027262,9734661.443562,107.4163
9734661.564462,9734780.236262,118.6718
9734780.352162,9734896.780462,116.4283
9734896.918062,9735001.087262,104.1692
9735001.201362,9735103.445662,102.2443
9735103.554562,9735198.668362,95.1138
9735198.883262,9735306.454762,107.5715
9735306.569262,9735416.816262,110.247
9735416.934062,9735512.875662,95.9416
9735512.984362,9735611.259062,98.2747
9735611.377462,9735718.316462,106.939
9735718.414362,9735813.460162,95.0458
9735813.569862,9735921.497162,107.9273
9735921.614062,9736037.858162,116.2441
9736037.962462,9736134.388962,96.4265
9736134.482962,9736242.266562,107.7836
