(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
24:00.2,47517696,108847104,14307328,136945664,4108288,3973120,84557824,6.133613458,107.3382355,0,13.80063028,0,0,19.93424374
24:01.1,47513600,108503040,14307328,125071360,4108288,3973120,84557824,0,106.4039,0,3.224360607,0,0,1.612180303
24:02.1,47513600,87896064,14307328,124272640,4108288,3973120,85090304,0,120.6913138,0,9.404517961,0,0,1.56741966
24:03.1,47513600,87912448,14307328,124272640,4108288,3973120,85090304,0,123.4456968,0,21.8764526,0,0,0
24:04.1,47513600,86990848,14307328,119619584,4108288,3973120,85090304,0,115.9349753,0,17.23357742,0,0,0
24:05.1,47513600,86937600,14307328,115286016,4108288,3973120,85090304,0,119.5009808,0,10.86372553,0,0,0
24:06.1,47513600,87318528,14307328,111009792,4108288,3973120,85090304,0,118.9543045,0,25.37691829,0,0,0
24:07.1,47513600,87506944,14307328,107470848,4108288,3973120,85090304,0,118.5160106,0,12.31335175,0,0,0
24:08.1,47513600,88522752,14307328,84795392,4075520,3870720,84357120,0,115.9388116,0,21.93436976,0,0,0
24:09.1,47513600,89083904,14319616,84750336,4075520,3870720,84602880,0,121.838217,0,20.30636951,0,0,4.686085271
24:10.1,47513600,89149440,14274560,84750336,4075520,3870720,84561920,0,120.7183309,0,12.54216425,0,0,1.567770531
24:11.1,47513600,89677824,14274560,85274624,4075520,3870720,84566016,0,114.8916695,0,18.63108153,0,0,0
24:12.1,47513600,89751552,14274560,85274624,4075520,3870720,84172800,0,114.2258544,0,20.34159051,0,0,0
24:13.1,47513600,90165248,14274560,85274624,4075520,3870720,84172800,0,118.870251,0,14.26443013,0,0,0
24:14.1,47513600,91185152,14274560,85274624,4075520,3870720,84168704,0,124.731971,0,16.93890964,0,0,0
24:15.1,47513600,91561984,14274560,85274624,4075520,3870720,84168704,0,117.4421969,0,9.395375751,0,0,0
24:16.1,47513600,91750400,14274560,85274624,4075520,3870720,84123648,0,110.761636,0,14.24078177,0,0,0
24:17.1,47476736,92262400,14274560,85274624,4075520,3870720,84123648,0,121.3195041,0,18.4282791,0,0,0
24:18.1,47476736,92508160,14274560,85274624,4075520,3870720,84082688,0,120.6500426,0,12.53506936,0,0,0
24:19.1,47476736,93167616,14274560,85274624,4075520,3870720,84127744,0,123.4041685,0,9.372468496,0,0,0
24:20.1,47476736,94679040,14274560,85274624,4075520,3870720,84127744,0,118.8569475,0,9.383443222,0,0,0
24:21.1,47476736,94609408,14274560,85274624,4075520,3870720,84127744,0,126.7525183,0,17.42847127,0,0,0
24:22.1,47476736,94937088,14274560,85274624,4075520,3870720,84127744,0,128.0847814,0,12.49607623,0,0,0
24:23.1,47476736,95072256,14229504,85274624,4075520,3870720,84127744,0,124.0354507,0,12.40354507,0,0,0
24:24.1,47476736,95563776,14757888,85274624,4075520,3870720,84144128,0,124.5711886,0,14.01425872,0,0,0
24:25.1,47476736,95846400,14827520,85274624,4075520,3870720,84144128,0,115.5757565,0,9.499377246,0,0,0
24:26.1,47476736,93290496,14827520,85274624,4075520,3870720,84144128,0,115.287595,0,19.98318314,0,0,0
24:27.1,47476736,94408704,14827520,85274624,4075520,3870720,84144128,0,132.8415657,0,14.06557755,0,0,0
