start,end,total
7838100.935562,7844230.391162,6129.4556
7845870.960762,7851908.820362,6037.8596
7853606.532062,7859720.985962,6114.4539
7861585.902462,7867720.690962,6134.7885
7869396.931562,7875519.568262,6122.6367
7877189.892262,7883415.929562,6226.0373
7885077.339162,7891188.206862,6110.8677
7892888.952962,7899029.908362,6140.9554
7900688.051362,7906775.651962,6087.6006
7908441.639962,7914631.678362,6190.0384
7916334.106662,7922510.110162,6176.0035
7924245.308262,7930389.394262,6144.086
7932028.927862,7938162.714862,6133.787
7939870.649662,7946094.705462,6224.0558
7947813.776462,7953897.366862,6083.5904
7955636.250362,7961707.475362,6071.225
7963409.515562,7969538.887962,6129.3724
7971254.091662,7977336.062862,6081.9712
7978979.050162,7985046.440362,6067.3902
7986792.944962,7992991.998562,6199.0536
7994640.017262,8000762.753562,6122.7363
8002456.992262,8008636.051162,6179.0589
8010464.519062,8016691.020862,6226.5018
8018428.218362,8024633.564162,6205.3458
8026313.815962,8033589.135862,7275.3199
8035739.252162,8042492.828062,6753.5759
8044223.659062,8050619.599262,6395.9402
8052266.863662,8058425.098362,6158.2347
8060144.048762,8066273.591162,6129.5424
8067956.045662,8074031.218162,6075.1725
8075745.941662,8082176.468062,6430.5264
8083803.532462,8089931.098562,6127.5661
8091665.381762,8097726.768262,6061.3865
8099403.210862,8105621.860562,6218.6497
8107324.051862,8113773.079162,6449.0273
8115444.669162,8121504.825562,6060.1564
8123187.397462,8129265.008362,6077.6109
8130939.624362,8137104.344462,6164.7201
8138810.972662,8145026.294962,6215.3223
8146669.026262,8152747.057962,6078.0317
8154478.114662,8160639.744962,6161.6303
8162308.620462,8168508.660162,6200.0397
8170198.655862,8176492.469962,6293.8141
8178142.902962,8184225.545262,6082.6423
8185900.477162,8191973.787262,6073.3101
8193642.742762,8199838.161362,6195.4186
8201516.710562,8207648.508462,6131.7979
8209269.655162,8215400.059062,6130.4039
8217113.410462,8223235.461362,6122.0509
8224948.567962,8231107.993862,6159.4259
