start,end,total
40,3368,3328
3411,6579,3168
6583,9853,3270
9857,13072,3215
13077,16292,3215
16295,19566,3271
19570,23072,3502
23075,26294,3219
26297,29520,3223
29524,32789,3265
32794,36118,3324
36125,39465,3340
39468,42598,3130
42602,45803,3201
45808,49052,3244
49056,52239,3183
52242,55547,3305
55550,58732,3182
58735,61971,3236
61975,65285,3310
65288,68411,3123
68422,71678,3256
71684,74775,3091
74778,78086,3308
78090,81318,3228
81322,84552,3230
84555,87745,3190
87747,90896,3149
90899,94625,3726
94631,97996,3365
98001,101244,3243
101247,104472,3225
104482,107797,3315
107800,110922,3122
110925,114213,3288
114217,117494,3277
117499,120602,3103
120606,123833,3227
123836,127093,3257
127096,130184,3088
130189,133477,3288
133486,136586,3100
136589,139760,3171
139767,143073,3306
143075,146380,3305
146384,149545,3161
149549,152751,3202
152754,156029,3275
156031,159222,3191
159227,162452,3225
