(PDH-CSV 4.0) (,\\DESKTOP-940RFIL\Proces(firefox)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#4)\Bajty prywatne
52:29.8,34.92064556,11.1111145,146.0317905,0,0,194850816,126734336,123305984,26566656,14917632
52:30.8,6.247642764,0,267.0867282,0,0,195166208,134606848,279998464,26566656,14917632
52:31.8,10.88190435,1.554557764,261.1657044,0,0,195305472,134606848,335855616,26566656,14917632
52:32.8,31.25003125,7.812507813,226.5627266,0,0,214712320,134606848,343437312,26566656,14917632
52:33.8,1.538460175,1.538460175,292.3074333,0,0,214646784,134606848,325058560,26566656,14917632
52:34.8,3.17460898,4.761913469,269.8417633,0,0,214757376,134606848,355012608,26566656,14917632
52:35.8,7.709498023,1.541899605,300.6704229,0,0,215371776,134541312,395493376,26566656,14917632
52:36.8,9.374991563,3.124997188,290.6247384,0,0,202100736,132313088,456298496,26566656,14917632
52:37.8,0,0,285.9377002,0,0,199819264,108142592,448466944,26542080,14917632
52:38.8,1.562499219,1.562499219,296.8748516,0,0,201371648,107880448,491642880,26542080,14917632
52:39.8,1.562500313,4.687500938,271.8750544,0,0,201478144,107880448,513069056,26542080,14917632
52:40.8,4.693307969,1.56443599,287.8562221,0,0,196222976,107487232,549752832,26542080,14917632
52:41.8,4.762037797,1.587345932,296.8336893,0,0,199311360,107487232,595185664,26542080,14917632
52:42.8,6.153846154,0,293.8461538,0,0,200445952,108494848,636928000,26484736,14917632
52:43.8,1.562501406,4.687504219,273.4377461,0,0,199127040,108494848,653881344,26484736,14917632
52:44.8,0,3.174602852,298.4126681,0,0,199114752,108494848,688963584,26484736,14917632
52:45.8,1.546645951,4.639937853,281.4895631,0,0,199659520,108494848,728862720,26484736,14917632
52:46.8,1.587303039,6.349212154,285.7145469,0,0,199561216,108494848,767909888,26484736,14917632
52:47.8,3.12499875,1.562499375,278.1248888,0,0,199929856,108494848,807153664,26484736,14917632
52:48.8,9.23077014,3.07692338,289.2307977,0,0,200589312,108494848,849850368,26517504,14917632
52:49.8,3.1250025,0,285.9377288,0,0,200040448,108494848,891924480,26517504,14917632
52:50.8,3.152511972,3.152511972,285.3023335,0,0,200376320,108494848,922697728,26517504,14917632
52:51.8,3.10334825,0,268.4396236,0,0,200331264,108494848,947994624,26517504,14917632
52:52.8,4.61538507,1.53846169,275.3846425,0,0,200761344,108494848,994902016,26517504,14917632
52:53.8,1.562499531,4.687498594,289.0624133,0,0,202600448,108494848,1029849088,26517504,14917632
52:54.8,3.17460253,4.761903794,296.8253365,0,0,204992512,108494848,1068220416,26517504,14917632
52:55.8,15.51790011,9.310740065,17.06969012,0,0,206036992,117768192,1040986112,26517504,14917632
52:56.8,3.148863346,4.723295019,17.3187484,0,0,207978496,117768192,1042337792,26517504,14917632
52:57.8,0,1.562496406,18.74995688,0,0,207978496,117768192,997691392,26488832,14917632
52:58.8,0,1.562494531,0,0,0,208162816,114237440,997732352,26497024,14917632
52:59.8,0,1.538460933,0,0,0,207945728,113786880,997691392,26497024,14917632
