(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
53:27.3,11.788288,50.93376,13.934592,120.291328,1.933312,1.798144,59.932672,0,17.08278933,3.105961697,38.82452121,0,0,13.97682764
53:28.3,11.788288,83.083264,14.135296,156.930048,1.933312,1.798144,59.940864,0,110.5917749,7.899412496,67.93494747,0,0,11.05917749
53:29.4,11.788288,85.221376,14.979072,162.22208,1.933312,1.798144,75.841536,0,251.3001552,12.42693075,13.80770084,0,0,56.61157342
53:30.3,11.788288,93.708288,15.998976,167.448576,1.933312,1.810432,82.796544,0,182.4747028,15.79108005,12.28195115,0,0,89.48278696
53:31.3,11.788288,104.542208,16.904192,275.038208,1.933312,1.818624,84.29568,0,86.49218302,14.15326631,29.87911777,0,0,53.46789496
53:32.3,11.788288,109.064192,22.126592,274.096128,1.933312,1.830912,86.110208,0,80.24445671,16.34609303,22.29012686,0,0,54.98231293
53:33.3,11.788288,111.112192,17.391616,274.3296,1.933312,1.830912,85.48352,0,127.9699519,18.9585114,4.739627849,0,0,112.1711924
53:34.4,11.788288,97.390592,15.7696,260.685824,1.933312,1.830912,84.062208,0,112.486536,13.32077399,10.360602,0,0,53.28309598
53:35.3,11.788288,89.513984,16.580608,252.653568,1.933312,1.830912,84.475904,0,170.3355548,18.0162606,1.637841873,0,0,54.0487818
53:36.3,95.744,104.042496,16.580608,252.612608,1.933312,1.830912,84.279296,416.5093556,94.58578991,13.27519858,19.91279788,0,0,41.48499557
53:37.4,99.295232,100.667392,16.580608,225.619968,1.933312,1.830912,85.901312,51.84330364,161.290278,11.52073414,15.84100944,0,0,64.80412955
53:38.3,98.353152,105.721856,16.642048,219.410432,1.933312,1.830912,85.962752,54.86907387,117.8071292,9.682777742,14.52416661,0,0,62.93805532
53:39.4,100.159488,107.610112,16.642048,188.715008,1.933312,1.830912,85.991424,58.68710199,135.4317738,18.05756984,22.57196231,0,0,102.3262291
53:40.3,101.638144,110.829568,16.642048,197.95968,1.933312,1.86368,86.171648,45.16869726,120.4498593,20.07497656,1.672914713,0,1.672914713,43.49578254
53:41.3,104.910848,114.491392,16.642048,197.644288,1.933312,1.86368,86.204416,52.56104421,164.0541683,20.7058659,19.11310698,0,0,63.71035661
