(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
53:09.4,60321792,86102016,15712256,255434752,4096000,3977216,85049344,18.58742693,103.7798004,1.548952244,46.46856732,0,0,9.293713465
53:10.4,61345792,120057856,15712256,254652416,4096000,3977216,85045248,3.156527396,130.9958869,0,48.92617463,0,0,3.156527396
53:11.4,60506112,115113984,15712256,252682240,4096000,3977216,85045248,3.137597139,136.4854755,0,45.49515851,0,0,3.137597139
53:12.4,61059072,130105344,15712256,244662272,4096000,3977216,85041152,0,136.8681073,0,46.13531707,0,0,7.689219512
53:13.4,61288448,135241728,15712256,244662272,4096000,3977216,85581824,6.358297706,130.345103,0,55.63510492,0,0,6.358297706
53:14.4,61120512,114368512,15712256,208113664,4096000,3977216,85581824,7.697041302,137.0073352,1.53940826,41.56402303,0,0,9.236449562
53:15.4,54296576,121282560,15712256,196952064,4096000,3977216,85581824,7.804696864,143.6064223,0,35.90160557,0,0,6.243757491
53:16.4,54509568,139796480,15712256,166694912,4096000,3977216,85581824,9.384327083,136.0727427,0,51.61379895,0,0,6.256218055
53:17.4,55205888,143568896,15712256,126021632,4096000,3977216,85581824,0,142.1883816,0,45.31278094,0,0,7.812548438
53:18.4,55574528,148963328,15712256,125431808,4096000,3977216,85766144,3.124994063,137.4997388,1.562497031,54.68739609,0,0,4.687491094
53:19.4,55705600,161636352,15712256,125366272,4096000,3977216,85766144,3.128048596,137.6341382,0,46.92072894,0,0,6.256097192
53:20.4,55427072,147517440,15712256,125284352,4096000,3977216,85766144,1.566095128,56.37942461,0,37.58628307,0,0,0
53:21.4,55427072,156028928,15712256,121417728,4096000,3977216,85757952,0,31.25978744,0,34.38576618,0,0,0
53:22.4,54497280,161034240,15663104,121372672,4063232,3878912,84848640,0,22.18376248,0,28.52198033,0,0,0
53:23.4,54497280,163459072,15618048,121372672,4063232,3878912,84848640,0,29.28265557,0,35.44742517,0,0,0
53:24.4,55156736,173289472,15618048,126488576,4063232,3878912,84848640,3.123488544,92.14291204,0,49.9758167,0,0,1.561744272
53:25.4,55853056,176439296,15618048,125579264,4063232,3878912,84496384,3.162956746,120.1923564,0,41.1184377,0,0,4.744435119
53:26.4,56369152,160264192,15618048,125579264,4063232,3878912,84496384,9.319082708,133.5735188,1.553180451,34.16996993,0,0,7.765902257
53:27.4,57171968,164614144,15618048,123441152,4063232,3878912,84496384,1.562499688,142.1874716,0,23.43749531,0,0,1.562499688
53:28.4,57520128,173412352,15618048,123359232,4063232,3878912,85032960,3.16612287,137.7263449,0,17.41367579,0,0,4.749184305
53:29.4,57167872,184176640,14925824,123359232,4063232,3878912,84996096,1.554726213,136.8159068,0,20.21144077,0,0,6.218904854
53:30.4,57597952,189943808,14925824,114814976,4063232,3878912,84996096,3.112587003,130.7286541,0,28.01328303,0,0,3.112587003
53:31.4,57626624,201641984,14925824,114814976,4063232,3878912,84996096,4.749240122,126.6464032,0,33.24468085,0,0,6.332320162
53:32.4,57356288,204636160,14925824,114814976,4063232,3878912,85090304,4.668824701,130.7270916,0,32.68177291,0,0,3.112549801
53:33.4,59523072,187764736,14925824,114814976,4063232,3878912,85090304,4.673478163,135.5308667,0,31.15652109,0,0,6.231304218
53:34.4,59826176,201809920,14938112,114814976,4063232,3878912,85090304,3.081855259,138.6834867,0,18.49113155,0,0,1.54092763
53:35.4,60010496,211066880,14938112,114814976,4063232,3878912,85090304,3.125,135.9375,0,21.875,0,0,6.25
53:36.4,60010496,215166976,14905344,114814976,4063232,3878912,85090304,3.128126876,136.0735191,1.564063438,26.58907844,0,0,3.128126876
53:37.4,60837888,219332608,14905344,114814976,4063232,3878912,85377024,4.749238678,137.7279217,0,39.57698898,0,0,7.915397797
53:38.4,60977152,231899136,15007744,115339264,4063232,3878912,85385216,4.659543207,119.5949423,0,32.61680245,0,0,7.765905345
53:39.4,60944384,242622464,15007744,115339264,4063232,3878912,85385216,3.125000938,145.3125436,0,29.68750891,0,0,0
53:40.4,62029824,225902592,15007744,115339264,4063232,3878912,85360640,3.15975797,137.4494717,0,41.07685361,0,0,6.319515939
53:41.4,62160896,231096320,15007744,115339264,4063232,3878912,86093824,3.11876372,135.6662218,0,32.74701906,0,0,6.23752744
53:42.4,62160896,236040192,15007744,115408896,4063232,3878912,86147072,4.678139044,134.1066526,0,32.74697331,0,0,0
53:43.4,62132224,244068352,15007744,115408896,4063232,3878912,86147072,1.551638993,138.0958703,1.551638993,31.03277985,0,0,3.103277985
53:44.4,62779392,256167936,15007744,115408896,4063232,3878912,86147072,4.73484992,121.5278146,0,36.30051605,0,0,3.156566613
53:45.4,63475712,270548992,15007744,115408896,4063232,3878912,86147072,4.659541817,141.3394351,0,29.51043151,0,0,4.659541817
53:46.4,63737856,272084992,15007744,115408896,4063232,3878912,86147072,6.225102082,135.3959703,0,34.23806145,0,0,1.55627552
53:47.4,63623168,239857664,15007744,115408896,4063232,3878912,86147072,1.57192985,139.9017566,0,29.86666715,0,0,1.57192985
53:48.4,63721472,258424832,15007744,115408896,4063232,3878912,86953984,12.35178964,138.9576335,0,26.24755299,0,0,7.719868526
53:49.4,63737856,271220736,15007744,115408896,4063232,3878912,86953984,1.581477733,126.5182186,0,39.53694332,0,0,3.162955466
53:50.4,62943232,280043520,15007744,115408896,4063232,3878912,86953984,3.106362138,139.7862962,0,31.06362138,0,0,6.212724276
53:51.4,62898176,283361280,15007744,115408896,4063232,3878912,86953984,3.156565975,134.154054,0,25.2525278,0,0,4.734848963
53:52.4,63713280,288391168,15015936,115408896,3997696,3878912,86953984,1.55627459,138.5084385,0,38.90686476,0,0,4.668823771
53:53.4,63729664,300724224,15015936,115408896,3997696,3878912,86953984,1.55627521,130.7271177,0,51.35708194,0,0,6.225100842
53:54.4,64585728,306122752,15015936,115408896,3997696,3878912,86953984,1.554725904,138.3706055,1.554725904,46.64177712,0,0,0
53:55.4,64040960,290308096,15015936,115408896,3997696,3878912,86953984,3.124564436,57.80444206,1.562282218,34.37020879,0,0,6.249128871
53:56.4,64040960,298229760,15015936,115408896,3997696,3878912,86953984,0,23.7874225,0,33.3023915,0,0,0
53:57.4,64040960,311742464,15015936,114356224,3997696,3878912,86953984,0,34.0002089,0,27.81835273,0,0,0
53:58.4,64040960,314634240,14979072,114356224,3997696,3878912,86913024,0,35.77496361,0,29.55323081,0,0,0
53:59.4,63987712,299433984,14979072,124018688,3997696,3878912,86913024,4.695572628,54.78168067,0,37.56458103,0,0,0
54:00.4,63987712,302305280,14979072,124018688,3997696,3878912,86913024,0,33.28540235,0,33.28540235,0,0,0
54:01.4,63987712,316223488,14979072,122114048,3997696,3878912,86913024,0,30.7426933,0,29.20555863,0,0,0
54:02.4,63987712,281620480,14979072,122114048,3997696,3878912,102293504,0,26.62586423,0,39.15568269,0,0,6.264909231
54:03.4,63987712,281620480,15015936,122114048,3997696,3878912,100507648,0,0,0,1.576247876,0,0,3.152495753
