start,end,total
8809446.110862,8814331.448762,4885.3379
8814331.958362,8819160.071562,4828.1132
8819160.270762,8824081.874962,4921.6042
8824082.046562,8828881.691462,4799.6449
8828881.820862,8833704.463462,4822.6426
8833704.579162,8838584.179862,4879.6007
8838584.296862,8843425.853062,4841.5562
8843425.999662,8848348.391862,4922.3922
8848348.514762,8853202.714462,4854.1997
8853202.822662,8858016.862062,4814.0394
8858016.973462,8862912.659662,4895.6862
8862912.813962,8867734.484862,4821.6709
8867734.597662,8872793.953862,5059.3562
8872794.062762,8877776.139162,4982.0764
8877776.246962,8882580.202962,4803.956
8882580.310662,8887416.668362,4836.3577
8887416.783462,8892378.091062,4961.3076
8892378.214562,8897259.100662,4880.8861
8897259.208262,8902057.863162,4798.6549
8902057.978562,8906987.045962,4929.0674
8906987.166562,8911814.527662,4827.3611
8911814.632662,8916655.446862,4840.8142
8916655.553962,8921458.011362,4802.4574
8921458.129662,8926343.269062,4885.1394
8926343.369862,8931221.982162,4878.6123
8931222.080562,8936120.694862,4898.6143
8936120.795962,8941044.510462,4923.7145
8941044.612962,8946053.747162,5009.1342
8946053.851962,8950985.952462,4932.1005
8950986.068562,8955896.210462,4910.1419
8955896.312662,8960835.655162,4939.3425
8960835.765662,8965727.801962,4892.0363
8965727.924262,8970541.226762,4813.3025
8970541.331262,8975320.735862,4779.4046
8975320.837362,8980393.930862,5073.0935
8980394.034562,8985409.949062,5015.9145
8985410.050562,8990232.736662,4822.6861
8990232.844362,8995351.126562,5118.2822
8995351.228262,9000372.875862,5021.6476
9000372.979262,9005365.034862,4992.0556
9005365.138962,9010408.143062,5043.0041
9010408.244962,9015268.500262,4860.2553
9015268.603562,9020228.945462,4960.3419
9020229.048262,9025114.147662,4885.0994
9025114.252062,9030017.454462,4903.2024
9030017.555062,9035008.328662,4990.7736
9035008.432662,9039893.020362,4884.5877
9039893.209062,9044801.992262,4908.7832
9044802.089962,9049794.622962,4992.533
9049794.721262,9054797.992462,5003.2712
