start,end,total
10838002.866762,10838096.942662,94.0759
10838097.415262,10838186.931662,89.5164
10838187.093762,10838266.399862,79.3061
10838266.538462,10838339.942562,73.4041
10838340.085562,10838412.660662,72.5751
10838412.790062,10838486.776762,73.9867
10838486.904662,10838557.841362,70.9367
10838557.977162,10838685.269362,127.2922
10838685.412462,10838792.344362,106.9319
10838792.465262,10838872.562562,80.0973
10838872.696162,10838953.562962,80.8668
10838953.706762,10839034.135962,80.4292
10839034.259162,10839119.655062,85.3959
10839119.771662,10839217.011862,97.2402
10839217.141462,10839307.551362,90.4099
10839307.682862,10839392.384662,84.7018
10839393.036862,10839496.211662,103.1748
10839496.327462,10839575.339562,79.0121
10839575.459962,10839654.225962,78.766
10839654.346262,10839735.229662,80.8834
10839735.350462,10839809.902462,74.552
10839810.023962,10839907.452962,97.429
10839907.568362,10839978.372462,70.8041
10839978.504862,10840049.127762,70.6229
10840049.252262,10840123.239462,73.9872
10840123.425462,10840208.201362,84.7759
10840208.319562,10840278.631162,70.3116
10840278.744662,10840356.641362,77.8967
10840356.754562,10840436.745962,79.9914
10840436.860662,10840502.473062,65.6124
10840502.586562,10840578.632662,76.0461
10840578.749062,10840643.784662,65.0356
10840643.921062,10840727.129362,83.2083
10840727.242662,10840806.495762,79.2531
10840806.630662,10840886.276562,79.6459
10840886.394362,10840956.517062,70.1227
10840956.630862,10841026.836562,70.2057
10841026.952662,10841107.619162,80.6665
10841107.731162,10841186.531862,78.8007
10841186.644962,10841250.692862,64.0479
10841250.811762,10841316.173662,65.3619
10841316.291362,10841387.597262,71.3059
10841387.725762,10841466.597562,78.8718
10841466.723162,10841536.592862,69.8697
10841536.727562,10841613.229362,76.5018
10841613.339162,10841685.139362,71.8002
10841685.276162,10841756.737962,71.4618
10841756.850562,10841820.261562,63.411
10841820.370662,10841889.342162,68.9715
10841889.456162,10841966.847762,77.3916
