(PDH-CSV 4.0) (,\\DESKTOP-940RFIL\Proces(firefox)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#4)\Bajty prywatne
31:05.5,17.46029972,9.523799849,4.761899924,0,0,192860160,151003136,73920512,29773824,15069184
31:11.9,7.679864163,4.211538412,362.6877785,0,0,184152064,266309632,76308480,27402240,15216640
31:12.5,0,0,397.2009896,0,0,184152064,235839488,76972032,27402240,15216640
31:13.6,0,0,394.7617221,0,0,184164352,235839488,77930496,26603520,15216640
31:14.6,1.538456388,0,396.9217482,0,0,184229888,235839488,74391552,26603520,15216640
31:15.6,0,0,400.0029257,0,0,181493760,235839488,75333632,26619904,15216640
31:16.6,0,0,398.4374602,0,0,182059008,235839488,76193792,26619904,15216640
31:17.6,0,0,400.8347624,0,0,182059008,235839488,77115392,26619904,15216640
31:18.6,0,1.567664357,395.0514179,0,0,181981184,236118016,77791232,26619904,15216640
31:24.6,0,0,396.7120737,0,0,182059008,213442560,83365888,26619904,15216640
31:25.5,0,0,398.4130627,0,0,182022144,213442560,84193280,26619904,15216640
31:26.5,0,0,398.4372211,0,0,182104064,213442560,85037056,26619904,15216640
31:27.5,0,0,399.99992,0,0,184111104,213442560,85913600,26619904,15216640
31:28.5,0,0,380.4891028,0,0,184111104,213401600,86720512,26566656,15216640
31:29.6,0,0,395.3839925,0,0,181051392,213401600,87531520,26566656,15216640
31:30.6,0,0,398.4379383,0,0,181051392,213401600,88330240,26566656,15216640
31:36.8,0,0,392.2895279,0,0,181051392,213401600,93249536,26599424,15216640
31:37.6,0,0,400.0003657,0,0,181051392,213401600,93892608,26599424,15216640
31:38.5,0,0,395.5237595,0,0,181051392,213401600,94674944,26599424,15216640
31:39.6,0,0,397.231929,0,0,181051392,213401600,95432704,26599424,15216640
31:40.5,0,0,392.0644081,0,0,181051392,213401600,96251904,26599424,15216640
31:41.5,0,0,393.7496456,0,0,180985856,213401600,97067008,26599424,15216640
31:42.6,0,0,392.3078082,0,0,180985856,213401600,97845248,26599424,15216640
31:43.6,0,0,388.9333345,0,0,180985856,213401600,98603008,26566656,15216640
31:44.6,0,0,338.6411386,0,0,180985856,213401600,110059520,26574848,15216640
31:51.0,0.482459896,0,386.691607,0,0,181129216,213401600,189882368,26591232,15216640
31:51.6,0,0,396.969543,0,0,181129216,213401600,190566400,26591232,15216640
31:52.5,0,0,398.4131841,0,0,181129216,213401600,191488000,26591232,15216640
31:53.5,0,0,395.9206719,0,0,181129216,213401600,192393216,26591232,15216640
31:54.6,0,0,397.8702404,0,0,181583872,213401600,193249280,26636288,15216640
31:55.5,0,0,393.6503138,0,0,181583872,213401600,194097152,26636288,15216640
31:56.6,0,0,392.3082717,0,0,181542912,213401600,194981888,26636288,15216640
31:57.6,9.374980313,0,389.061683,0,0,183799808,213299200,195743744,26927104,15253504
31:58.7,2.620874963,0,2167.463594,0,0,179855360,213299200,201265152,27078656,15253504
32:04.6,0,0,30.64296501,0,0,179855360,213299200,201682944,27078656,15253504
32:05.5,0,0,393.6510736,0,0,179855360,213299200,202493952,27078656,15253504
32:06.6,3.076922774,0,396.9230378,0,0,178647040,213299200,203284480,27078656,15253504
32:07.5,0,0,399.9998781,0,0,178647040,213299200,204087296,27078656,15253504
32:08.5,0,0,396.8749206,0,0,178647040,213299200,204914688,27078656,15253504
32:09.6,0,0,391.2957319,0,0,178647040,213299200,205733888,27078656,15253504
32:10.5,0,0,395.2381755,0,0,178647040,213299200,206602240,27078656,15253504
32:16.6,0,0,395.9521446,0,0,178647040,213299200,208478208,25313280,15253504
32:17.5,0,0,400.0000406,0,0,178647040,213299200,209268736,25313280,15253504
32:18.5,0,0,395.3124605,0,0,178647040,213299200,210055168,25313280,15253504
32:19.6,0,0,400.6046179,0,0,178647040,213299200,195211264,25313280,15253504
32:20.5,0,0,387.3018234,0,0,178647040,213299200,195989504,25313280,15253504
32:21.5,0,0,389.0621888,0,0,178647040,213299200,196784128,25313280,15253504
32:22.6,0,0,393.8460763,0,0,178647040,213299200,197603328,25313280,15253504
32:26.1,0,0,1520.217041,0,0,178855936,213299200,238751744,25280512,15224832
32:36.5,0,0,14.15152005,0,0,178855936,213299200,239071232,25280512,15224832
32:37.5,0,0,392.1874608,0,0,178855936,213299200,239935488,25280512,15224832
32:38.6,0,0,389.2308076,0,0,178855936,213299200,240799744,25280512,15224832
32:39.5,0,0,390.1397341,0,0,178855936,213299200,241594368,25313280,15224832
32:40.6,0,0,394.7616828,0,0,178855936,213299200,242491392,25313280,15224832
32:41.6,0,0,396.9233896,0,0,178855936,213299200,243359744,25313280,15224832
32:42.6,0,0,398.4123746,0,0,178855936,213299200,244187136,25313280,15224832
32:49.2,0,0,398.4533276,0,0,178855936,213299200,249741312,25313280,15224832
32:49.6,0,0,388.9689279,0,0,178855936,213299200,249962496,25313280,15224832
32:50.6,0,0,400.9809947,0,0,178855936,213299200,250781696,25313280,15224832
32:51.5,0,1.587303361,393.6512335,0,0,178855936,213299200,251576320,25313280,15224832
32:52.5,0,0,396.8746031,0,0,178855936,213299200,252329984,25313280,15224832
32:53.6,0,0,400.0003151,0,0,178855936,213299200,253034496,25313280,15224832
32:54.6,0,0,394.9548873,0,0,178855936,213299200,253820928,25313280,15224832
32:55.6,0,0,389.9433884,0,0,178855936,213299200,254541824,25313280,15224832
33:03.0,6.496482323,0,406.763619,1.257383675,2.724331297,197402624,217784320,279015424,32358400,27742208
33:09.4,0.730544558,0.243514853,336.5375264,0,0,197025792,217784320,283525120,32440320,27742208
