start,end,total
10885048.519462,10885191.723362,143.2039
10885192.194562,10885320.147462,127.9529
10885320.311562,10885454.561762,134.2502
10885454.747562,10885693.346062,238.5985
10885693.484462,10885823.526062,130.0416
10885823.654562,10885959.956262,136.3017
10885960.092962,10886124.721962,164.629
10886124.860762,10886272.962162,148.1014
10886273.086362,10886398.604962,125.5186
10886398.728362,10886539.073962,140.3456
10886539.198262,10886689.518262,150.32
10886689.640662,10886805.181062,115.5404
10886805.310662,10886926.166362,120.8557
10886926.285062,10887051.390362,125.1053
10887051.516762,10887171.127362,119.6106
10887171.255162,10887285.691962,114.4368
10887285.809562,10887402.004762,116.1952
10887402.146762,10887538.505962,136.3592
10887538.635862,10887646.056162,107.4203
10887646.173262,10887762.435262,116.262
10887762.558462,10887866.227062,103.6686
10887866.352262,10887979.404062,113.0518
10887979.526162,10888104.687662,125.1615
10888104.817462,10888219.741762,114.9243
10888219.861562,10888332.176962,112.3154
10888332.297662,10888452.013562,119.7159
10888452.133562,10888570.961662,118.8281
10888571.075862,10888693.203862,122.128
10888693.321362,10888819.273462,125.9521
10888819.396762,10888940.767062,121.3703
10888940.887062,10889059.905962,119.0189
10889060.016562,10889188.566762,128.5502
10889188.682162,10889300.909062,112.2269
10889301.030162,10889421.648562,120.6184
10889421.773562,10889539.891062,118.1175
10889540.012662,10889655.953862,115.9412
10889656.096562,10889779.164162,123.0676
10889779.276262,10889920.290062,141.0138
10889920.412562,10890029.970662,109.5581
10890030.086462,10890148.011562,117.9251
10890148.132462,10890259.131862,110.9994
10890259.253562,10890370.661562,111.408
10890370.784362,10890481.254062,110.4697
10890481.370762,10890604.176862,122.8061
10890604.290062,10890723.247662,118.9576
10890723.358162,10890843.324662,119.9665
10890843.439162,10890961.530862,118.0917
10890961.642262,10891080.487962,118.8457
10891080.603662,10891189.886462,109.2828
10891189.998762,10891314.143362,124.1446
