(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
22:09.9,54071296,43294720,15822848,125489152,4005888,3874816,83152896,19.87332923,29.04563503,1.528717633,7.643588167,0,0,16.81589397
22:10.9,54071296,46149632,15822848,125128704,4005888,3874816,84099072,0,193.4304893,1.598599085,4.795797255,0,0,7.992995425
22:11.9,53862400,47636480,15822848,127201280,4005888,3874816,84099072,3.168669976,196.4575385,0,3.168669976,0,0,3.168669976
22:12.9,57352192,47788032,15839232,125022208,4005888,3874816,84107264,29.27819378,192.6196959,0,13.86861811,0,0,6.163830269
22:13.9,57974784,48246784,15839232,125452288,4005888,3874816,84107264,9.339474507,196.1289646,0,12.45263268,0,0,1.556579084
22:14.9,57647104,47005696,15839232,120238080,4005888,3874816,84107264,21.96399812,197.6759831,0,4.706571026,0,0,3.137714017
22:15.9,58863616,37388288,15802368,116961280,4005888,3874816,84107264,0,198.7436875,0,0,0,0,0
22:16.9,58863616,37740544,15802368,115306496,4005888,3874816,84107264,0,203.186216,0,0,0,0,0
22:17.9,58601472,38060032,15802368,115273728,4005888,3874816,84107264,0,199.6161535,0,0,0,0,0
22:18.9,58601472,38907904,15802368,114765824,4005888,3874816,84107264,0,197.3753088,0,1.579002471,0,0,0
22:19.9,58601472,39350272,15802368,111177728,4005888,3874816,84107264,0,199.8390496,0,0,0,0,0
22:20.9,58601472,40169472,15802368,99086336,4005888,3874816,84643840,0,197.8952472,0,0,0,0,0
22:21.9,58601472,41508864,15802368,96415744,4005888,3874816,84643840,0,198.8527785,0,0,0,0,0
22:22.9,58601472,42409984,15839232,96415744,4005888,3874816,84643840,1.56180687,203.0348931,0,1.56180687,0,0,0
22:23.9,58601472,42651648,15839232,93466624,4005888,3874816,84643840,0,198.9186504,0,0,0,0,0
22:24.9,58601472,43409408,15839232,88256512,4005888,3874816,84643840,0,199.3498206,0,0,0,0,0
