start,end,total
1874106.247462,1874206.751062,100.5036
1874213.952762,1874295.782162,81.8294
1874301.895562,1874387.728762,85.8332
1874392.753462,1874475.419762,82.6663
1874481.708262,1874564.123562,82.4153
1874569.175462,1874648.652662,79.4772
1874655.242562,1874739.865262,84.6227
1874745.362262,1874830.630062,85.2678
1874836.287862,1874931.928462,95.6406
1874937.068662,1875020.454162,83.3855
1875025.530362,1875111.195762,85.6654
1875116.338062,1875196.783662,80.4456
1875202.241862,1875286.347962,84.1061
1875293.802862,1875376.267262,82.4644
1875381.723162,1875461.991562,80.2684
1875467.527862,1875552.907162,85.3793
1875557.908262,1875646.620062,88.7118
1875651.962162,1875735.133462,83.1713
1875740.199562,1875827.225262,87.0257
1875832.431162,1875916.589462,84.1583
1875921.692562,1876002.926562,81.234
1876008.023062,1876091.373162,83.3501
1876099.027762,1876184.476262,85.4485
1876189.741362,1876269.839562,80.0982
1876275.222762,1876359.266462,84.0437
1876364.729262,1876445.586762,80.8575
1876450.659962,1876531.973762,81.3138
1876539.464462,1876625.222562,85.7581
1876630.245162,1876717.666162,87.421
1876722.705462,1876807.320362,84.6149
1876812.330562,1876897.248962,84.9184
1876902.361262,1876987.574762,85.2135
1876992.614762,1877073.035562,80.4208
1877078.318762,1877160.666162,82.3474
1877165.826562,1877251.050062,85.2235
1877256.237462,1877341.169062,84.9316
1877349.890962,1877435.768662,85.8777
1877441.267962,1877523.701662,82.4337
1877528.808762,1877612.554962,83.7462
1877617.736062,1877698.093462,80.3574
1877703.358062,1877786.458262,83.1002
1877794.343362,1877878.136262,83.7929
1877883.572762,1877968.178362,84.6056
1877973.179862,1878054.277862,81.098
1878059.312262,1878143.338562,84.0263
1878149.014862,1878237.219562,88.2047
1878242.684362,1878325.268762,82.5844
1878330.370262,1878412.840662,82.4704
1878418.502462,1878502.163462,83.661
1878507.291962,1878589.221162,81.9292
