start,end,total
10795364.659462,10795445.087162,80.4277
10795445.526262,10795523.215462,77.6892
10795523.370662,10795586.058262,62.6876
10795586.185462,10795651.522162,65.3367
10795651.657962,10795716.639962,64.982
10795716.763962,10795791.534562,74.7706
10795791.671362,10795856.825162,65.1538
10795856.953362,10795930.027162,73.0738
10795930.145862,10795992.741262,62.5954
10795992.855262,10796065.734862,72.8796
10796065.865062,10796136.746062,70.881
10796136.875162,10796203.896562,67.0214
10796204.024362,10796281.769662,77.7453
10796281.886262,10796343.286262,61.4
10796343.401462,10796412.482962,69.0815
10796412.600262,10796486.801262,74.201
10796486.981562,10796556.831162,69.8496
10796556.946662,10796622.101562,65.1549
10796622.214162,10796691.579862,69.3657
10796691.700562,10796760.524062,68.8235
10796760.639962,10796824.162462,63.5225
10796824.280062,10796885.691762,61.4117
10796885.806562,10796943.988762,58.1822
10796944.106462,10797011.338462,67.232
10797011.455262,10797073.942762,62.4875
10797074.062062,10797130.456162,56.3941
10797130.572062,10797194.320562,63.7485
10797194.431862,10797261.612362,67.1805
10797261.723362,10797332.135662,70.4123
10797332.241562,10797393.481062,61.2395
10797393.591562,10797461.636562,68.045
10797461.746162,10797524.828062,63.0819
10797524.934762,10797582.590262,57.6555
10797582.701662,10797662.533262,79.8316
10797662.649462,10797722.593962,59.9445
10797722.706062,10797791.505662,68.7996
10797791.619562,10797861.342362,69.7228
10797861.449462,10797931.701862,70.2524
10797931.810962,10798001.506462,69.6955
10798001.619162,10798064.229862,62.6107
10798064.346162,10798141.592762,77.2466
10798141.705762,10798201.289262,59.5835
10798201.402262,10798261.554262,60.152
10798261.668262,10798341.635362,79.9671
10798341.744162,10798403.171762,61.4276
10798403.284162,10798469.920162,66.636
10798470.028562,10798539.858762,69.8302
10798539.966562,10798603.239062,63.2725
10798603.347662,10798666.948262,63.6006
10798667.058462,10798732.143262,65.0848
