(PDH-CSV 4.0) (,\\DESKTOP-940RFIL\Proces(firefox)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(firefox)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(firefox#4)\Bajty prywatne
41:45.9,11.11111788,3.17460511,7.936512774,0,0,176492544,282271744,65748992,29769728,14843904
41:46.9,65.61651578,12.49838396,9.373787969,0,0,227184640,265035776,53260288,29716480,14843904
41:53.6,6.79945189,6.564988032,360.3709502,0,0,185516032,127746048,107229184,26591232,14987264
41:53.9,0,8.695632817,378.2600275,0,0,185516032,127746048,107872256,26591232,14987264
41:54.9,0,3.174604465,384.1271402,0,0,185516032,127483904,102588416,26591232,14987264
41:55.9,0,0,384.6155361,0,0,185516032,127483904,104460288,26591232,14987264
41:56.9,3.174605432,3.174605432,384.1272573,0,0,185970688,127483904,106184704,26591232,14987264
41:57.9,3.108310239,3.108310239,386.9846248,0,0,185970688,132841472,107954176,26591232,14987264
41:58.9,0,4.738459766,379.0767812,0,0,185933824,132841472,106123264,26591232,14987264
41:59.9,4.615383707,7.692306178,376.9230027,0,0,185856000,132841472,107855872,26591232,14987264
42:06.0,1.02392109,5.375585724,383.7144286,0,0,185360384,102297600,104308736,26537984,14987264
42:10.7,21.67689724,14.67359198,1216.24068,0,0,212230144,102256640,110604288,26542080,14987264
42:27.0,1.187738548,4.476860681,329.9172228,0,0,213377024,102252544,105795584,26570752,14987264
42:42.9,1.656381004,2.174000068,172.2636245,0.103523813,0,213049344,102150144,112832512,26738688,15036416
42:43.9,0,9.320316769,382.1329875,0,0,212148224,102150144,114356224,26738688,15036416
42:44.9,0,3.111397592,387.3690002,0,0,212148224,102150144,112701440,26738688,15036416
42:45.9,0,4.705230721,370.1448167,0,0,212148224,102150144,114089984,26738688,15036416
42:46.9,0,3.124995313,385.9369211,0,0,214597632,102150144,99774464,26738688,15036416
42:47.9,0,3.12499875,392.1873431,0,0,214601728,102150144,101732352,26738688,15036416
42:48.9,4.662499213,6.216665617,391.6499339,0,0,196034560,102150144,100605952,26738688,15036416
42:54.9,1.821810494,5.465431481,379.1968413,0,0,187310080,102150144,103440384,24981504,15036416
42:55.9,0,4.761897506,380.9518005,0,0,187281408,102150144,104955904,24981504,15036416
42:56.9,0,4.615389614,380.0004116,0,0,187281408,102150144,106582016,24981504,15036416
42:57.9,0,6.349202479,377.7775475,0,0,187281408,102150144,108085248,24981504,15036416
42:58.9,6.153844942,10.76922865,370.7691578,0,0,187252736,102150144,106262528,24981504,15036416
42:59.9,0,6.283882064,383.3168059,0,0,187252736,102150144,107790336,24981504,15036416
43:00.9,4.687497656,6.249996875,378.1248109,0,0,187252736,102150144,109391872,24981504,15036416
43:03.7,1.159841528,6.572435326,535.846786,0,0,187330560,102150144,108814336,24981504,15036416
43:10.3,4.42927261,14.46895719,1167.260975,0,0,190029824,102178816,111759360,24989696,15007744
43:27.1,0.741451744,3.892621654,214.0941909,0,0,191418368,102207488,101888000,24989696,15007744
43:32.9,0,0.809378003,51.80019222,0,0,191418368,102207488,103190528,24989696,15007744
43:33.9,0,1.562499531,389.0623833,0,0,191418368,102207488,104816640,24989696,15007744
