start,end,total
10487164.375962,10487890.555562,726.1796
10487891.011862,10488527.162062,636.1502
10488527.319062,10489184.067062,656.748
10489184.190562,10489814.494162,630.3036
10489814.630462,10490448.225062,633.5946
10490448.351462,10491111.073762,662.7223
10491111.191662,10491808.411462,697.2198
10491808.560962,10492439.852262,631.2913
10492439.981162,10493088.864562,648.8834
10493088.975362,10493753.269662,664.2943
10493753.401562,10494533.233262,779.8317
10494533.352162,10495224.494762,691.1426
10495224.616962,10495858.857762,634.2408
10495858.988762,10496514.818562,655.8298
10496514.951062,10497149.265162,634.3141
10497149.389262,10497784.049062,634.6598
10497784.162862,10498408.171162,624.0083
10498408.300062,10499056.348662,648.0486
10499056.483362,10499695.852362,639.369
10499695.969362,10500311.138562,615.1692
10500311.280262,10500928.872662,617.5924
10500928.995162,10501558.818462,629.8233
10501558.941762,10502178.012462,619.0707
10502178.135162,10502815.046662,636.9115
10502815.160162,10503426.879362,611.7192
10503427.006462,10504058.658762,631.6523
10504058.776362,10504697.658262,638.8819
10504697.779962,10505324.215862,626.4359
10505324.336562,10505950.159962,625.8234
10505950.277762,10506573.212962,622.9352
10506573.330662,10507214.269362,640.9387
10507214.365462,10507824.357462,609.992
10507824.473262,10508445.430362,620.9571
10508445.547062,10509063.347862,617.8008
10509063.465662,10509708.691262,645.2256
10509708.794162,10510324.378062,615.5839
10510324.505062,10510972.860862,648.3558
10510972.985162,10511593.621162,620.636
10511593.739262,10512223.475562,629.7363
10512223.593462,10512865.083062,641.4896
10512865.192962,10513507.570262,642.3773
10513507.671162,10514144.818062,637.1469
10514144.936062,10514789.023562,644.0875
10514789.318962,10515436.905562,647.5866
10515437.009862,10516059.948862,622.939
10516060.063162,10516677.349562,617.2864
10516677.466462,10517295.170762,617.7043
10517295.294062,10517935.041562,639.7475
10517935.166762,10518576.162662,640.9959
10518576.286762,10519219.194262,642.9075
