(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
05:51.2,60.399616,224.813056,14.614528,225.697792,1.941504,1.847296,83.74272,8.979628742,79.32005389,1.49660479,79.32005389,0,0,5.986419162
05:52.2,59.662336,145.629184,14.512128,227.495936,1.941504,1.847296,83.74272,1.629076275,169.4239326,1.629076275,34.21060177,0,0,0
05:53.2,53.907456,324.952064,14.614528,214.556672,1.941504,1.847296,83.74272,4.686364025,192.140925,1.562121342,29.68030549,0,0,1.562121342
05:54.3,53.481472,183.402496,14.80704,215.732224,1.941504,1.847296,83.74272,13.24363792,125.0788026,1.471515325,63.27515896,0,0,5.886061298
05:55.2,53.481472,237.764608,15.396864,209.444864,1.941504,1.847296,83.746816,0,150.2302088,0,35.05371538,0,0,0
05:56.2,53.727232,263.471104,15.396864,207.228928,1.941504,1.847296,83.746816,3.168853125,190.1311875,0,50.70164999,0,0,0
05:57.2,54.390784,281.595904,14.80704,207.020032,1.941504,1.847296,83.746816,6.249618148,95.30667676,1.562404537,79.68263139,0,0,3.124809074
05:58.2,54.390784,233.742336,14.659584,204.71808,1.941504,1.847296,83.74272,1.560129695,171.6142664,1.560129695,26.52220481,0,0,0
05:59.2,52.678656,259.780608,14.80704,203.026432,1.941504,1.847296,83.74272,1.541051035,180.3029711,0,44.69048002,0,0,3.082102071
06:00.2,55.181312,190.951424,14.680064,213.274624,1.839104,1.744896,83.501056,6.060918731,131.8249824,1.515229683,60.60918731,0,0,4.545689048
