(PDH-CSV 4.0) (Central European Summer Time)(-120),\\DESKTOP-940RFIL\Proces(chrome#6)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#5)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#4)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#3)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#2)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#1)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome)\Bajty prywatne,\\DESKTOP-940RFIL\Proces(chrome#6)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#5)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#4)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#3)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#2)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome#1)\Czas procesora (%),\\DESKTOP-940RFIL\Proces(chrome)\Czas procesora (%)
16:54.2,52076544,47173632,16068608,112746496,4091904,4096000,88567808,248.9502315,0,0,3.035978433,0,0,3.035978433
16:55.2,52969472,47173632,16068608,92413952,4091904,4091904,87957504,262.7929904,0,0,10.04304422,0,0,0
16:56.2,53768192,47173632,16068608,100474880,4091904,4091904,87957504,277.138415,0,0,6.22782955,0,0,0
16:57.2,54030336,47173632,16068608,100474880,4091904,4091904,87957504,284.2570858,0,0,4.659952226,0,0,0
16:58.2,55865344,47173632,16068608,100474880,4091904,4091904,88182784,254.0190742,0,0,6.233596913,0,0,0
16:59.2,56127488,47173632,16105472,98377728,4091904,4091904,88207360,292.6021465,0,1.564717361,3.129434722,0,0,0
17:00.2,57372672,47173632,16105472,98377728,4091904,4091904,88207360,276.7520766,0,0,6.325761751,0,0,0
17:01.2,58486784,47173632,16105472,98377728,4091904,4091904,88207360,277.9280261,0,0,16.89065352,0,0,0
17:02.2,58761216,47173632,16105472,98377728,4091904,4091904,88203264,291.7065051,0,0,4.679783505,0,0,0
17:03.2,60854272,47173632,16105472,98377728,4091904,4091904,88203264,293.1710839,0,0,0,0,0,0
