start,end,total
102,8076,7974
8079,15844,7765
15847,23291,7444
23293,30998,7705
31000,38577,7577
38580,46252,7672
46259,53865,7606
53867,61426,7559
61428,68999,7571
69000,76679,7679
76680,84271,7591
84274,91765,7491
91767,99337,7570
99340,106933,7593
106934,114720,7786
114723,122335,7612
122336,129844,7508
129847,137415,7568
137416,144997,7581
144999,152676,7677
152677,160246,7569
160248,167878,7630
167879,175519,7640
175522,183044,7522
183046,190693,7647
190694,198259,7565
198260,205777,7517
205781,213497,7716
213498,221070,7572
221072,228750,7678
228752,236478,7726
236479,244165,7686
244168,251756,7588
251758,259418,7660
259419,267019,7600
267022,274846,7824
274848,282636,7788
282637,290296,7659
290298,298010,7712
298011,305636,7625
305640,313276,7636
313280,320904,7624
320905,328784,7879
328786,336558,7772
336562,344217,7655
344218,352020,7802
352022,359649,7627
359650,367358,7708
367359,374959,7600
374960,382654,7694
