start,end,total
7587116.903262,7589407.706262,2290.803
7590043.791762,7592292.906862,2249.1151
7592942.474362,7595155.821462,2213.3471
7595939.830662,7598423.587362,2483.7567
7599062.173762,7601288.179862,2226.0061
7601936.964862,7604382.116662,2445.1518
7605019.492862,7607303.927162,2284.4343
7607952.687462,7610216.400262,2263.7128
7610850.701662,7613104.230962,2253.5293
7613883.315062,7616151.860462,2268.5454
7616788.088262,7619040.874362,2252.7861
7619692.661262,7622104.602662,2411.9414
7622744.736462,7625036.207262,2291.4708
7625685.128062,7627972.547662,2287.4196
7628668.491062,7631006.083762,2337.5927
7631669.896462,7633938.025162,2268.1287
7634575.489362,7636798.627362,2223.138
7637437.970962,7639728.719262,2290.7483
7640408.626962,7642833.315862,2424.6889
7643468.877762,7645732.934362,2264.0566
7646416.936162,7648664.398562,2247.4624
7649333.306862,7651655.781862,2322.475
7652329.302362,7654550.623462,2221.3211
7655186.600662,7657441.169862,2254.5692
7658108.308162,7660477.952162,2369.644
7661122.617562,7663393.821062,2271.2035
7664091.658162,7666442.108662,2350.4505
7667106.661362,7669369.269862,2262.6085
7670007.842362,7672307.377962,2299.5356
7672948.900362,7675228.195262,2279.2949
7675918.296462,7678238.859262,2320.5628
7678881.785162,7681108.895862,2227.1107
7681781.595662,7684254.936962,2473.3413
7684886.248362,7687107.235762,2220.9874
7687751.543062,7690212.739962,2461.1969
7690852.031162,7693073.927262,2221.8961
7693713.340362,7695991.970162,2278.6298
7696657.018862,7699025.854862,2368.836
7699690.674562,7702029.803462,2339.1289
7702667.291862,7704895.194662,2227.9028
7705534.117962,7707843.111462,2308.9935
7708509.548962,7710862.640062,2353.0911
7711501.462062,7713752.617762,2251.1557
7714415.599462,7716776.487362,2360.8879
7717415.457062,7719629.203262,2213.7462
7720276.207262,7722621.451862,2345.2446
7723281.554762,7725506.055562,2224.5008
7726150.172162,7728389.022062,2238.8499
7729054.645462,7731452.757962,2398.1125
7732091.495762,7734423.364162,2331.8684
