start,end,total
6323333.884062,6323403.741462,69.8574
6323413.784862,6323554.016362,140.2315
6323560.096462,6323623.080962,62.9845
6323629.034062,6323692.405362,63.3713
6323699.742962,6323759.653962,59.911
6323765.677462,6323822.811862,57.1344
6323828.185962,6323888.413062,60.2271
6323893.826262,6323963.502662,69.6764
6323969.227562,6324032.889662,63.6621
6324038.487662,6324096.650062,58.1624
6324102.597062,6324164.539162,61.9421
6324170.177062,6324229.470262,59.2932
6324234.976562,6324293.464762,58.4882
6324298.953662,6324360.149162,61.1955
6324366.028462,6324426.564762,60.5363
6324432.513162,6324491.785162,59.272
6324498.169862,6324556.930162,58.7603
6324565.586062,6324623.850262,58.2642
6324629.314362,6324689.140762,59.8264
6324695.555462,6324756.441062,60.8856
6324765.211562,6324827.878562,62.667
6324833.939662,6324893.036662,59.097
6324898.940862,6324957.149762,58.2089
6324963.582362,6325024.197862,60.6155
6325029.974362,6325091.445262,61.4709
6325096.960962,6325155.855462,58.8945
6325161.360262,6325226.560462,65.2002
6325232.189362,6325292.730662,60.5413
6325299.344062,6325357.614062,58.27
6325363.307162,6325428.651962,65.3448
6325435.076462,6325493.979462,58.903
6325499.547462,6325555.886962,56.3395
6325561.218462,6325617.803862,56.5854
6325627.168062,6325690.380462,63.2124
6325695.825262,6325756.748462,60.9232
6325763.365462,6325825.040062,61.6746
6325834.396662,6325898.239162,63.8425
6325904.322462,6325962.575462,58.253
6325968.878762,6326025.531662,56.6529
6326030.782862,6326091.825562,61.0427
6326097.367162,6326154.261662,56.8945
6326160.160762,6326219.850562,59.6898
6326225.250562,6326290.420562,65.17
6326296.840962,6326356.186962,59.346
6326361.786162,6326422.339862,60.5537
6326427.830962,6326495.775162,67.9442
6326501.908262,6326562.758462,60.8502
6326568.017162,6326624.766062,56.7489
6326630.145762,6326703.225562,73.0798
6326711.609762,6326771.858662,60.2489
