start,end,total
4465081.285962,4495971.436062,30890.1501
4497966.307662,4530273.451462,32307.1438
4532286.086962,4564224.525862,31938.4389
4566208.766862,4599089.312162,32880.5453
4601026.223062,4629329.923562,28303.7005
4631280.634962,4664094.557162,32813.9222
4666084.593362,4697805.245762,31720.6524
4699836.202162,4733601.786062,33765.5839
4735604.610062,4767081.288462,31476.6784
4769076.130362,4800973.686362,31897.556
4803052.242762,4833167.125562,30114.8828
4835160.102162,4869361.158862,34201.0567
4871425.612962,4904777.942962,33352.33
4906632.299162,4937372.689662,30740.3905
4939393.879662,4973579.566062,34185.6864
4975626.433862,5008451.312962,32824.8791
5010465.050062,5042445.079262,31980.0292
5044470.851662,5077838.513562,33367.6619
5080449.128562,5139149.809762,58700.6812
5141148.312962,5172305.180762,31156.8678
5174313.674162,5203461.983462,29148.3093
5205507.043762,5251419.767362,45912.7236
5253459.032462,5285313.685062,31854.6526
5287322.835662,5322707.728662,35384.893
5324754.448562,5356128.001962,31373.5534
5358152.214162,5390132.243262,31980.0291
5392034.067062,5425060.044462,33025.9774
5427090.794062,5456772.766262,29681.9722
5458786.019062,5491522.881562,32736.8625
5493519.509862,5526315.036562,32795.5267
5528318.784462,5559850.325862,31531.5414
5561914.706562,5594846.841362,32932.1348
5596846.676362,5630924.793962,34078.1176
5632928.395662,5665993.269762,33064.8741
5667912.216262,5699747.440562,31835.2243
5701765.428462,5737136.172162,35370.7437
5739185.382362,5770531.125062,31345.7427
5772566.260062,5804017.411662,31451.1516
5806143.326462,5836391.545762,30248.2193
5838412.557362,5868941.271962,30528.7146
5871129.737762,5902596.658562,31466.9208
5904553.532762,5940063.571462,35510.0387
5942047.942162,5975689.641962,33641.6998
5977672.638462,6010829.149562,33156.5111
6012847.584562,6047013.415762,34165.8312
6049014.028562,6081598.937062,32584.9085
6083644.132162,6113856.765662,30212.6335
6115874.850362,6144668.601162,28793.7508
6146695.042062,6180764.786362,34069.7443
6182746.250262,6216673.249162,33926.9989
