start,end,total
34,1748,1714
1756,3140,1384
3153,4681,1528
4686,6134,1448
6138,7617,1479
7624,9056,1432
9064,10559,1495
10564,12127,1563
12132,13645,1513
13649,15053,1404
15057,16600,1543
16607,18125,1517
18131,19536,1405
19540,20828,1288
20836,22159,1324
22165,23716,1551
23723,25154,1432
25158,26754,1596
26759,28296,1537
28301,29666,1366
29670,31112,1442
31118,32396,1278
32400,33906,1506
33913,35437,1525
35444,36869,1425
36875,38359,1484
38367,39879,1512
39884,41371,1487
41377,42888,1511
42894,44440,1547
44448,45930,1482
45936,47407,1471
47411,48920,1509
48924,50338,1413
50342,51660,1319
51668,53067,1399
53071,54604,1533
54613,56057,1445
56062,57546,1485
57555,58933,1378
58936,60262,1326
60269,61558,1289
61564,63123,1560
63130,64596,1466
64601,66032,1431
66036,67334,1298
67341,68602,1262
68606,70282,1677
70292,71882,1590
71892,73475,1583
